model_instance_id,sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes,worker3_compute_time_sec,worker3_request_bytes,worker3_response_bytes
model_0,231,1,0.26211047172546387,8,8,1,0,0.9974629878997803,789133,0.17879462242126465,0.08331584930419922,0.31786539757734195,worker1,worker1,worker1,0,0.17879462242126465,787824,1309,0.0,0,0,0.0,0,0
model_0,232,1,0.45845556259155273,2,2,1,1,0.9530496001243591,2889190,0.27273130416870117,0.18572425842285156,0.405108528671768,worker1->worker3,worker1,worker3,0,0.17894530296325684,787824,1050069,0.0,0,0,0.09378600120544434,1049988,1309
model_0,233,1,0.2651197910308838,0,0,1,0,0.9863823652267456,789133,0.18143391609191895,0.08368587493896484,0.3156530661613877,worker1,worker1,worker1,0,0.18143391609191895,787824,1309,0.0,0,0,0.0,0,0
model_0,234,1,0.260906457901001,7,7,1,0,0.9956766963005066,789133,0.1782524585723877,0.08265399932861328,0.31679552891701795,worker1,worker1,worker1,0,0.1782524585723877,787824,1309,0.0,0,0,0.0,0,0
model_0,235,1,0.2600245475769043,8,8,1,0,0.9928861260414124,789133,0.17857623100280762,0.08144831657409668,0.31323318253253646,worker1,worker1,worker1,0,0.17857623100280762,787824,1309,0.0,0,0,0.0,0,0
model_0,236,1,0.2625770568847656,2,2,1,0,0.7917488813400269,789133,0.17725610733032227,0.08532094955444336,0.32493680356805604,worker1,worker1,worker1,0,0.17725610733032227,787824,1309,0.0,0,0,0.0,0,0
model_0,237,1,0.4740312099456787,3,3,1,1,0.9896484017372131,2889190,0.28344273567199707,0.19058847427368164,0.40205891568937413,worker1->worker3,worker1,worker3,0,0.1782364845275879,787824,1050069,0.0,0,0,0.10520625114440918,1049988,1309
model_0,238,1,0.26440954208374023,7,3,0,0,0.7772456407546997,789133,0.18062567710876465,0.08378386497497559,0.3168715633887399,worker1,worker1,worker1,0,0.18062567710876465,787824,1309,0.0,0,0,0.0,0,0
model_0,239,1,0.2623603343963623,1,1,1,0,0.9712266325950623,789133,0.17862915992736816,0.08373117446899414,0.3191457072260657,worker1,worker1,worker1,0,0.17862915992736816,787824,1309,0.0,0,0,0.0,0,0
model_0,240,1,0.4579472541809082,3,3,1,1,0.9191290736198425,2889190,0.2729480266571045,0.1849992275238037,0.4039749683720591,worker1->worker3,worker1,worker3,0,0.1785423755645752,787824,1050069,0.0,0,0,0.0944056510925293,1049988,1309
model_0,241,1,0.26419639587402344,6,6,1,0,0.8983839750289917,789133,0.18129730224609375,0.08289909362792969,0.3137782911598022,worker1,worker1,worker1,0,0.18129730224609375,787824,1309,0.0,0,0,0.0,0,0
model_0,242,1,0.2607290744781494,4,4,1,0,0.7418127059936523,789133,0.17765045166015625,0.08307862281799316,0.3186396568325779,worker1,worker1,worker1,0,0.17765045166015625,787824,1309,0.0,0,0,0.0,0,0
model_0,243,1,0.261277437210083,3,3,1,0,0.4924098253250122,789133,0.17789173126220703,0.08338570594787598,0.3191462180518434,worker1,worker1,worker1,0,0.17789173126220703,787824,1309,0.0,0,0,0.0,0,0
model_0,244,1,0.2614774703979492,0,1,0,0,0.8089154958724976,789133,0.1784074306488037,0.08307003974914551,0.3176948271020027,worker1,worker1,worker1,0,0.1784074306488037,787824,1309,0.0,0,0,0.0,0,0
model_0,245,1,0.4588203430175781,2,2,1,1,0.9801813960075378,2889190,0.2722346782684326,0.1865856647491455,0.4066638883577076,worker1->worker3,worker1,worker3,0,0.17845821380615234,787824,1050069,0.0,0,0,0.09377646446228027,1049988,1309
model_0,246,1,0.26503610610961914,0,0,1,0,0.9574159979820251,789133,0.1820530891418457,0.08298301696777344,0.31310080043755095,worker1,worker1,worker1,0,0.1820530891418457,787824,1309,0.0,0,0,0.0,0,0
model_0,247,1,0.46520256996154785,3,5,0,1,0.9668166637420654,2889190,0.27431416511535645,0.1908884048461914,0.41033394304328463,worker1->worker3,worker1,worker3,0,0.1793816089630127,787824,1050069,0.0,0,0,0.09493255615234375,1049988,1309
model_0,248,1,0.2640054225921631,5,5,1,0,0.7450804710388184,789133,0.18096375465393066,0.08304166793823242,0.3145453116942814,worker1,worker1,worker1,0,0.18096375465393066,787824,1309,0.0,0,0,0.0,0,0
model_0,249,1,0.46054625511169434,3,5,0,1,0.7311352491378784,2889190,0.2726411819458008,0.18790507316589355,0.4080047792817721,worker1->worker3,worker1,worker3,0,0.1786670684814453,787824,1050069,0.0,0,0,0.09397411346435547,1049988,1309
model_0,250,1,0.4627993106842041,6,6,1,1,0.9984911680221558,2889190,0.2777273654937744,0.1850719451904297,0.39989676068622204,worker1->worker3,worker1,worker3,0,0.18349075317382812,787824,1050069,0.0,0,0,0.09423661231994629,1049988,1309
model_0,251,1,0.27231788635253906,1,1,1,0,0.7703995704650879,789133,0.1883559226989746,0.08396196365356445,0.30832335245459574,worker1,worker1,worker1,0,0.1883559226989746,787824,1309,0.0,0,0,0.0,0,0
model_0,252,1,0.2611546516418457,4,4,1,0,0.8734681606292725,789133,0.17883062362670898,0.08232402801513672,0.31523094648161976,worker1,worker1,worker1,0,0.17883062362670898,787824,1309,0.0,0,0,0.0,0,0
model_0,253,1,0.26499056816101074,8,8,1,0,0.9084296226501465,789133,0.18131256103515625,0.08367800712585449,0.3157773037227912,worker1,worker1,worker1,0,0.18131256103515625,787824,1309,0.0,0,0,0.0,0,0
model_0,254,1,0.2605440616607666,7,7,1,0,0.9935139417648315,789133,0.17957091331481934,0.08097314834594727,0.31078485469907147,worker1,worker1,worker1,0,0.17957091331481934,787824,1309,0.0,0,0,0.0,0,0
model_0,255,1,0.6244704723358154,0,1,0,3,0.8403750658035278,2889190,0.43476033210754395,0.18971014022827148,0.3037936117598414,worker1->worker3->worker3,worker1,worker3,0,0.17972683906555176,787824,1050069,0.0,0,0,0.2550334930419922,1049988,1309
model_0,256,1,0.2646360397338867,6,6,1,0,0.9982882142066956,789133,0.1811823844909668,0.08345365524291992,0.31535256999326106,worker1,worker1,worker1,0,0.1811823844909668,787824,1309,0.0,0,0,0.0,0,0
model_0,257,1,0.27083778381347656,9,9,1,0,0.9478630423545837,789133,0.18182682991027832,0.08901095390319824,0.32865042923442045,worker1,worker1,worker1,0,0.18182682991027832,787824,1309,0.0,0,0,0.0,0,0
model_0,258,1,0.26157712936401367,8,8,1,0,0.9944198727607727,789133,0.17676544189453125,0.08481168746948242,0.3242320445816099,worker1,worker1,worker1,0,0.17676544189453125,787824,1309,0.0,0,0,0.0,0,0
model_0,259,1,0.5975055694580078,8,4,0,2,0.7340141534805298,2889190,0.3593747615814209,0.23813080787658691,0.3985415702360621,worker1->worker3->worker3,worker1,worker3,0,0.17714834213256836,787824,1050069,0.0,0,0,0.18222641944885254,1049988,1309
model_0,260,1,0.4623148441314697,3,5,0,1,0.8240575790405273,2889190,0.27594780921936035,0.18636703491210938,0.40311713387059595,worker1->worker3,worker1,worker3,0,0.18210625648498535,787824,1050069,0.0,0,0,0.093841552734375,1049988,1309
model_0,261,1,0.265200138092041,6,6,1,0,0.9036409258842468,789133,0.1816086769104004,0.08359146118164062,0.3152014240378305,worker1,worker1,worker1,0,0.1816086769104004,787824,1309,0.0,0,0,0.0,0,0
model_0,262,1,0.3161022663116455,5,5,1,0,0.9880757331848145,789133,0.17957496643066406,0.13652729988098145,0.4319086398019654,worker1,worker1,worker1,0,0.17957496643066406,787824,1309,0.0,0,0,0.0,0,0
model_0,263,1,0.4675564765930176,3,3,1,1,0.8736470937728882,2889190,0.2752962112426758,0.1922602653503418,0.4112022289826901,worker1->worker3,worker1,worker3,0,0.1791079044342041,787824,1050069,0.0,0,0,0.09618830680847168,1049988,1309
model_0,264,1,0.4627401828765869,6,6,1,1,0.9721211194992065,2889190,0.2758464813232422,0.18689370155334473,0.4038847467093416,worker1->worker3,worker1,worker3,0,0.18153786659240723,787824,1050069,0.0,0,0,0.09430861473083496,1049988,1309
model_0,265,1,0.26596784591674805,6,6,1,0,0.9510267972946167,789133,0.18244576454162598,0.08352208137512207,0.3140307471650755,worker1,worker1,worker1,0,0.18244576454162598,787824,1309,0.0,0,0,0.0,0,0
model_0,266,1,0.27474451065063477,5,5,1,0,0.9642555713653564,789133,0.1796400547027588,0.09510445594787598,0.34615598223474914,worker1,worker1,worker1,0,0.1796400547027588,787824,1309,0.0,0,0,0.0,0,0
model_0,267,1,0.2641263008117676,1,1,1,0,0.9429305195808411,789133,0.1790485382080078,0.08507776260375977,0.32211015087206835,worker1,worker1,worker1,0,0.1790485382080078,787824,1309,0.0,0,0,0.0,0,0
model_0,268,1,0.49132537841796875,0,0,1,1,0.9960587024688721,2889190,0.3044734001159668,0.18685197830200195,0.3803019068619078,worker1->worker3,worker1,worker3,0,0.17952728271484375,787824,1050069,0.0,0,0,0.12494611740112305,1049988,1309
model_0,269,1,0.46324706077575684,6,6,1,1,0.8787485361099243,2889190,0.27606844902038574,0.1871786117553711,0.4040578507760426,worker1->worker3,worker1,worker3,0,0.1817934513092041,787824,1050069,0.0,0,0,0.09427499771118164,1049988,1309
model_0,270,1,0.46717309951782227,8,8,1,1,0.897628903388977,2889189,0.28003931045532227,0.1871337890625,0.400566276730497,worker1->worker3,worker1,worker3,0,0.18431973457336426,787824,1050069,0.0,0,0,0.09571957588195801,1049988,1308
model_0,271,1,0.2675511837005615,8,8,1,0,0.8471372723579407,789133,0.18385839462280273,0.08369278907775879,0.3128103861107423,worker1,worker1,worker1,0,0.18385839462280273,787824,1309,0.0,0,0,0.0,0,0
model_0,272,1,0.25964903831481934,2,2,1,0,0.9779412746429443,789133,0.1790003776550293,0.08064866065979004,0.3106064292909305,worker1,worker1,worker1,0,0.1790003776550293,787824,1309,0.0,0,0,0.0,0,0
model_0,273,1,0.2632920742034912,0,0,1,0,0.5243934988975525,789133,0.18169641494750977,0.08159565925598145,0.3099054899499876,worker1,worker1,worker1,0,0.18169641494750977,787824,1309,0.0,0,0,0.0,0,0
model_0,274,1,0.46602678298950195,5,5,1,1,0.8354986906051636,2889190,0.2748446464538574,0.19118213653564453,0.4102385174286243,worker1->worker3,worker1,worker3,0,0.18001103401184082,787824,1050069,0.0,0,0,0.0948336124420166,1049988,1309
model_0,275,1,0.2644224166870117,9,9,1,0,0.7803905606269836,789133,0.18171930313110352,0.0827031135559082,0.31276891948915664,worker1,worker1,worker1,0,0.18171930313110352,787824,1309,0.0,0,0,0.0,0,0
model_0,276,1,0.26226329803466797,8,8,1,0,0.7892030477523804,789133,0.17987465858459473,0.08238863945007324,0.3141447547844933,worker1,worker1,worker1,0,0.17987465858459473,787824,1309,0.0,0,0,0.0,0,0
model_0,277,1,0.2589707374572754,2,2,1,0,0.9053452610969543,789133,0.1773207187652588,0.0816500186920166,0.3152866593874804,worker1,worker1,worker1,0,0.1773207187652588,787824,1309,0.0,0,0,0.0,0,0
model_0,278,1,0.2658841609954834,3,3,1,0,0.8395680785179138,789133,0.17998814582824707,0.08589601516723633,0.32305803717542786,worker1,worker1,worker1,0,0.17998814582824707,787824,1309,0.0,0,0,0.0,0,0
model_0,279,1,0.2587006092071533,9,1,0,0,0.7231611013412476,789133,0.1772148609161377,0.08148574829101562,0.3149808906161728,worker1,worker1,worker1,0,0.1772148609161377,787824,1309,0.0,0,0,0.0,0,0
model_0,280,1,0.26376914978027344,2,3,0,0,0.8148326873779297,789133,0.18015074729919434,0.0836184024810791,0.31701358005943986,worker1,worker1,worker1,0,0.18015074729919434,787824,1309,0.0,0,0,0.0,0,0
model_0,281,1,0.2595527172088623,0,8,0,0,0.7360754013061523,789133,0.17747783660888672,0.08207488059997559,0.3162166109551065,worker1,worker1,worker1,0,0.17747783660888672,787824,1309,0.0,0,0,0.0,0,0
model_0,282,1,0.2625243663787842,1,1,1,0,0.9992244243621826,789133,0.17871665954589844,0.08380770683288574,0.3192378215741068,worker1,worker1,worker1,0,0.17871665954589844,787824,1309,0.0,0,0,0.0,0,0
model_0,283,1,0.26297974586486816,8,8,1,0,0.9654419422149658,789133,0.1775195598602295,0.08546018600463867,0.3249686994851394,worker1,worker1,worker1,0,0.1775195598602295,787824,1309,0.0,0,0,0.0,0,0
model_0,284,1,0.25952935218811035,0,0,1,0,0.9940495491027832,789133,0.1797475814819336,0.07978177070617676,0.3074094318562852,worker1,worker1,worker1,0,0.1797475814819336,787824,1309,0.0,0,0,0.0,0,0
model_0,285,1,0.5515081882476807,2,2,1,2,0.8833926320075989,2889190,0.36681246757507324,0.18469572067260742,0.33489207342405064,worker1->worker3->worker3,worker1,worker3,0,0.1770155429840088,787824,1050069,0.0,0,0,0.18979692459106445,1049988,1309
model_0,286,1,0.2599494457244873,5,5,1,0,0.7897771000862122,789133,0.18214726448059082,0.07780218124389648,0.29929735386455375,worker1,worker1,worker1,0,0.18214726448059082,787824,1309,0.0,0,0,0.0,0,0
model_0,287,1,0.31555962562561035,3,3,1,0,0.8182349801063538,789133,0.17952513694763184,0.13603448867797852,0.43108965035778696,worker1,worker1,worker1,0,0.17952513694763184,787824,1309,0.0,0,0,0.0,0,0
model_0,288,1,0.26868319511413574,1,1,1,0,0.6590630412101746,789133,0.18114495277404785,0.08753824234008789,0.3258046797564021,worker1,worker1,worker1,0,0.18114495277404785,787824,1309,0.0,0,0,0.0,0,0
model_0,289,1,0.261798620223999,5,5,1,0,0.8562065958976746,789133,0.17943882942199707,0.08235979080200195,0.3145921499950367,worker1,worker1,worker1,0,0.17943882942199707,787824,1309,0.0,0,0,0.0,0,0
model_0,290,1,0.4646952152252197,5,5,1,1,0.7563936114311218,2889190,0.280468225479126,0.18422698974609375,0.3964469263080449,worker1->worker3,worker1,worker3,0,0.18388056755065918,787824,1050069,0.0,0,0,0.0965876579284668,1049988,1309
model_0,291,1,0.4573228359222412,6,6,1,1,0.9267724752426147,2889190,0.2771751880645752,0.18014764785766602,0.39391789280405975,worker1->worker3,worker1,worker3,0,0.1829988956451416,787824,1050069,0.0,0,0,0.0941762924194336,1049988,1309
model_0,292,1,0.26085686683654785,9,9,1,0,0.9940798282623291,789133,0.18373632431030273,0.07712054252624512,0.2956431374090245,worker1,worker1,worker1,0,0.18373632431030273,787824,1309,0.0,0,0,0.0,0,0
model_0,293,1,0.25756025314331055,7,7,1,0,0.997302770614624,789132,0.17921853065490723,0.07834172248840332,0.30416852574225717,worker1,worker1,worker1,0,0.17921853065490723,787824,1308,0.0,0,0,0.0,0,0
model_0,294,1,0.2651844024658203,1,1,1,0,0.9751092195510864,789133,0.18410539627075195,0.08107900619506836,0.30574575820129035,worker1,worker1,worker1,0,0.18410539627075195,787824,1309,0.0,0,0,0.0,0,0
model_0,295,1,0.3118255138397217,0,7,0,0,0.752403199672699,789132,0.17923951148986816,0.13258600234985352,0.42519292509849826,worker1,worker1,worker1,0,0.17923951148986816,787824,1308,0.0,0,0,0.0,0,0
model_0,296,1,0.5442099571228027,2,2,1,2,0.9816977381706238,2889190,0.3586461544036865,0.1855638027191162,0.34097833067990546,worker1->worker3->worker3,worker1,worker3,0,0.17969584465026855,787824,1050069,0.0,0,0,0.17895030975341797,1049988,1309
model_0,297,1,0.4574275016784668,3,2,0,1,0.9766494035720825,2889190,0.27534937858581543,0.18207812309265137,0.3980480457002278,worker1->worker3,worker1,worker3,0,0.18075299263000488,787824,1050069,0.0,0,0,0.09459638595581055,1049988,1309
model_0,298,1,0.26601147651672363,3,3,1,0,0.9638992547988892,789133,0.18189382553100586,0.08411765098571777,0.3162181274552245,worker1,worker1,worker1,0,0.18189382553100586,787824,1309,0.0,0,0,0.0,0,0
model_0,299,1,0.31355857849121094,7,7,1,0,0.8465105295181274,789133,0.1797330379486084,0.13382554054260254,0.4267959791964476,worker1,worker1,worker1,0,0.1797330379486084,787824,1309,0.0,0,0,0.0,0,0
model_0,300,1,0.26214146614074707,1,1,1,0,0.7122520804405212,789133,0.17875456809997559,0.08338689804077148,0.3180988466586206,worker1,worker1,worker1,0,0.17875456809997559,787824,1309,0.0,0,0,0.0,0,0
model_0,301,1,0.6170859336853027,2,2,1,2,0.9998608827590942,2889190,0.37537670135498047,0.24170923233032227,0.39169460708139797,worker1->worker3->worker3,worker1,worker3,0,0.18527817726135254,787824,1050069,0.0,0,0,0.19009852409362793,1049988,1309
model_0,302,1,0.5469174385070801,6,2,0,2,0.8908777236938477,2889190,0.3575575351715088,0.1893599033355713,0.3462312407745981,worker1->worker3->worker3,worker1,worker3,0,0.18007922172546387,787824,1050069,0.0,0,0,0.17747831344604492,1049988,1309
model_0,303,1,0.268035888671875,4,4,1,0,0.9628849029541016,789133,0.18262791633605957,0.08540797233581543,0.3186437934077195,worker1,worker1,worker1,0,0.18262791633605957,787824,1309,0.0,0,0,0.0,0,0
model_0,304,1,0.3162567615509033,2,2,1,0,0.9769781827926636,789133,0.18156886100769043,0.1346879005432129,0.425881489087259,worker1,worker1,worker1,0,0.18156886100769043,787824,1309,0.0,0,0,0.0,0,0
model_0,305,1,0.2632713317871094,7,7,1,0,0.9457087516784668,789133,0.1797654628753662,0.08350586891174316,0.31718557559950733,worker1,worker1,worker1,0,0.1797654628753662,787824,1309,0.0,0,0,0.0,0,0
model_0,306,1,0.6031737327575684,2,2,1,2,0.7631604075431824,2889190,0.3647902011871338,0.23838353157043457,0.3952153726598822,worker1->worker3->worker3,worker1,worker3,0,0.18510079383850098,787824,1050069,0.0,0,0,0.1796894073486328,1049988,1309
model_0,307,1,0.26537632942199707,1,1,1,0,0.8804137706756592,789133,0.18223237991333008,0.08314394950866699,0.31330582380786814,worker1,worker1,worker1,0,0.18223237991333008,787824,1309,0.0,0,0,0.0,0,0
model_0,308,1,0.3226635456085205,1,1,1,0,0.991955578327179,789132,0.18016529083251953,0.14249825477600098,0.4416310944183651,worker1,worker1,worker1,0,0.18016529083251953,787824,1308,0.0,0,0,0.0,0,0
model_0,309,1,0.2675337791442871,2,2,1,0,0.9381480813026428,789133,0.17913150787353516,0.08840227127075195,0.33043405417255584,worker1,worker1,worker1,0,0.17913150787353516,787824,1309,0.0,0,0,0.0,0,0
model_0,310,1,0.2714533805847168,9,9,1,0,0.9717193245887756,789133,0.17969369888305664,0.09175968170166016,0.3380310884469654,worker1,worker1,worker1,0,0.17969369888305664,787824,1309,0.0,0,0,0.0,0,0
model_0,311,1,0.2625095844268799,1,1,1,0,0.8875665664672852,789133,0.179351806640625,0.08315777778625488,0.31677996812119397,worker1,worker1,worker1,0,0.179351806640625,787824,1309,0.0,0,0,0.0,0,0
model_0,312,1,0.26528382301330566,8,8,1,0,0.8088889718055725,789133,0.18022799491882324,0.08505582809448242,0.32062199318582774,worker1,worker1,worker1,0,0.18022799491882324,787824,1309,0.0,0,0,0.0,0,0
model_0,313,1,0.46331334114074707,6,3,0,1,0.5574393272399902,2889190,0.2769467830657959,0.18636655807495117,0.4022473378730876,worker1->worker3,worker1,worker3,0,0.17941856384277344,787824,1050069,0.0,0,0,0.09752821922302246,1049988,1309
model_0,314,1,0.2652764320373535,1,1,1,0,0.9216252565383911,789133,0.18227219581604004,0.08300423622131348,0.3128971374646115,worker1,worker1,worker1,0,0.18227219581604004,787824,1309,0.0,0,0,0.0,0,0
model_0,315,1,0.3208913803100586,5,3,0,0,0.7459405064582825,789133,0.1788487434387207,0.1420426368713379,0.442650209968527,worker1,worker1,worker1,0,0.1788487434387207,787824,1309,0.0,0,0,0.0,0,0
model_0,316,1,0.47719645500183105,4,4,1,1,0.7118052840232849,2889190,0.2767667770385742,0.20042967796325684,0.42001501868342206,worker1->worker3,worker1,worker3,0,0.17984962463378906,787824,1050069,0.0,0,0,0.09691715240478516,1049988,1309
model_0,317,1,0.4666769504547119,9,9,1,1,0.9948858618736267,2889190,0.27956295013427734,0.18711400032043457,0.40094973651070176,worker1->worker3,worker1,worker3,0,0.1814427375793457,787824,1050069,0.0,0,0,0.09812021255493164,1049988,1309
model_0,318,1,0.5505130290985107,5,5,1,2,0.9412386417388916,2889190,0.36197376251220703,0.1885392665863037,0.3424792087029167,worker1->worker3->worker3,worker1,worker3,0,0.18089056015014648,787824,1050069,0.0,0,0,0.18108320236206055,1049988,1309
model_0,319,1,0.5628714561462402,6,2,0,2,0.9667840003967285,2889190,0.37591075897216797,0.18696069717407227,0.3321552285740668,worker1->worker3->worker3,worker1,worker3,0,0.18198108673095703,787824,1050069,0.0,0,0,0.19392967224121094,1049988,1309
model_0,320,1,0.46481943130493164,4,7,0,1,0.7484951615333557,2889190,0.2768702507019043,0.18794918060302734,0.4043488028789584,worker1->worker3,worker1,worker3,0,0.18151116371154785,787824,1050069,0.0,0,0,0.09535908699035645,1049988,1309
model_0,321,1,0.2656075954437256,1,1,1,0,0.9860721230506897,789133,0.18170404434204102,0.08390355110168457,0.31589289064386433,worker1,worker1,worker1,0,0.18170404434204102,787824,1309,0.0,0,0,0.0,0,0
model_0,322,1,0.3131258487701416,3,6,0,0,0.7770137786865234,789133,0.17756175994873047,0.13556408882141113,0.432938032276363,worker1,worker1,worker1,0,0.17756175994873047,787824,1309,0.0,0,0,0.0,0,0
model_0,323,1,0.26186037063598633,0,0,1,0,0.7087713479995728,789133,0.17941975593566895,0.08244061470031738,0.314826617330801,worker1,worker1,worker1,0,0.17941975593566895,787824,1309,0.0,0,0,0.0,0,0
model_0,324,1,0.31619787216186523,9,9,1,0,0.9805368185043335,789133,0.18381190299987793,0.1323859691619873,0.4186807718118275,worker1,worker1,worker1,0,0.18381190299987793,787824,1309,0.0,0,0,0.0,0,0
model_0,325,1,0.2638816833496094,7,7,1,0,0.8246097564697266,789133,0.17728137969970703,0.08660030364990234,0.3281785327069028,worker1,worker1,worker1,0,0.17728137969970703,787824,1309,0.0,0,0,0.0,0,0
model_0,326,1,0.2617206573486328,7,7,1,0,0.6936715245246887,789133,0.17908000946044922,0.0826406478881836,0.31575898030127464,worker1,worker1,worker1,0,0.17908000946044922,787824,1309,0.0,0,0,0.0,0,0
model_0,327,1,0.45868802070617676,4,4,1,1,0.9222306609153748,2889190,0.27190136909484863,0.18678665161132812,0.407219380448958,worker1->worker3,worker1,worker3,0,0.17816734313964844,787824,1050069,0.0,0,0,0.0937340259552002,1049988,1309
model_0,328,1,0.26580238342285156,6,6,1,0,0.8482239246368408,789133,0.18313026428222656,0.082672119140625,0.3110285095115423,worker1,worker1,worker1,0,0.18313026428222656,787824,1309,0.0,0,0,0.0,0,0
model_0,329,1,0.5479488372802734,7,7,1,2,0.9919180274009705,2889190,0.35918617248535156,0.18876266479492188,0.3444895799612229,worker1->worker3->worker3,worker1,worker3,0,0.1812751293182373,787824,1050069,0.0,0,0,0.17791104316711426,1049988,1309
model_0,330,1,0.2650928497314453,8,8,1,0,0.9489655494689941,789133,0.18312335014343262,0.0819694995880127,0.3092105263157895,worker1,worker1,worker1,0,0.18312335014343262,787824,1309,0.0,0,0,0.0,0,0
model_0,331,1,0.5081191062927246,2,2,1,1,0.8936983346939087,2889190,0.273301362991333,0.2348177433013916,0.4621313003060239,worker1->worker3,worker1,worker3,0,0.17781305313110352,787824,1050069,0.0,0,0,0.09548830986022949,1049988,1309
model_0,332,1,0.26491641998291016,7,7,1,0,0.9993159770965576,789133,0.1817939281463623,0.08312249183654785,0.31376874201270766,worker1,worker1,worker1,0,0.1817939281463623,787824,1309,0.0,0,0,0.0,0,0
model_0,333,1,0.27646327018737793,7,7,1,0,0.9896388053894043,789133,0.17777442932128906,0.09868884086608887,0.3569690859809361,worker1,worker1,worker1,0,0.17777442932128906,787824,1309,0.0,0,0,0.0,0,0
model_0,334,1,0.2710990905761719,9,9,1,0,0.9996094107627869,789133,0.17866849899291992,0.09243059158325195,0.3409476268873035,worker1,worker1,worker1,0,0.17866849899291992,787824,1309,0.0,0,0,0.0,0,0
model_0,335,1,0.2680823802947998,0,2,0,0,0.5409529209136963,789133,0.17840576171875,0.0896766185760498,0.3345114232327985,worker1,worker1,worker1,0,0.17840576171875,787824,1309,0.0,0,0,0.0,0,0
model_0,336,1,0.2653813362121582,0,0,1,0,0.8380962610244751,789133,0.18143248558044434,0.08394885063171387,0.316332911085357,worker1,worker1,worker1,0,0.18143248558044434,787824,1309,0.0,0,0,0.0,0,0
model_0,337,1,0.27257537841796875,8,8,1,0,0.9283673763275146,789133,0.17888832092285156,0.09368705749511719,0.34371063901251153,worker1,worker1,worker1,0,0.17888832092285156,787824,1309,0.0,0,0,0.0,0,0
model_0,338,1,0.31276798248291016,4,4,1,0,0.9089463949203491,789133,0.1785280704498291,0.13423991203308105,0.42919966093529416,worker1,worker1,worker1,0,0.1785280704498291,787824,1309,0.0,0,0,0.0,0,0
model_0,339,1,0.483623743057251,6,6,1,1,0.7299315929412842,2889190,0.29910731315612793,0.18451642990112305,0.38152889007204954,worker1->worker3,worker1,worker3,0,0.17780351638793945,787824,1050069,0.0,0,0,0.12130379676818848,1049988,1309
model_0,340,1,0.2698845863342285,9,9,1,0,0.9966298937797546,789133,0.18174219131469727,0.08814239501953125,0.3265929196503819,worker1,worker1,worker1,0,0.18174219131469727,787824,1309,0.0,0,0,0.0,0,0
model_0,341,1,0.3114917278289795,9,9,1,0,0.968285083770752,789132,0.1794583797454834,0.1320333480834961,0.42387433208495123,worker1,worker1,worker1,0,0.1794583797454834,787824,1308,0.0,0,0,0.0,0,0
model_0,342,1,0.31585240364074707,8,8,1,0,0.9794731736183167,789133,0.18235468864440918,0.1334977149963379,0.4226585375243153,worker1,worker1,worker1,0,0.18235468864440918,787824,1309,0.0,0,0,0.0,0,0
model_0,343,1,0.5450470447540283,8,2,0,2,0.8383650183677673,2889190,0.3586540222167969,0.18639302253723145,0.3419760263471346,worker1->worker3->worker3,worker1,worker3,0,0.17763519287109375,787824,1050069,0.0,0,0,0.18101882934570312,1049988,1309
model_0,344,1,0.4633617401123047,3,3,1,1,0.9567222595214844,2889190,0.277008056640625,0.1863536834716797,0.402177537201309,worker1->worker3,worker1,worker3,0,0.1811835765838623,787824,1050069,0.0,0,0,0.0958244800567627,1049988,1309
model_0,345,1,0.46430516242980957,3,5,0,1,0.7616258263587952,2889190,0.275998592376709,0.18830657005310059,0.40556639316188403,worker1->worker3,worker1,worker3,0,0.18229389190673828,787824,1050069,0.0,0,0,0.0937047004699707,1049988,1309
model_0,346,1,0.26574182510375977,7,7,1,0,0.9974810481071472,789133,0.18189239501953125,0.08384943008422852,0.315529668886293,worker1,worker1,worker1,0,0.18189239501953125,787824,1309,0.0,0,0,0.0,0,0
model_0,347,1,0.3152744770050049,3,5,0,0,0.6436786651611328,789133,0.17985296249389648,0.1354215145111084,0.42953529190679973,worker1,worker1,worker1,0,0.17985296249389648,787824,1309,0.0,0,0,0.0,0,0
model_0,348,1,0.47136592864990234,4,4,1,1,0.8516762256622314,2889190,0.2746906280517578,0.19667530059814453,0.4172454745752767,worker1->worker3,worker1,worker3,0,0.1792304515838623,787824,1050069,0.0,0,0,0.09546017646789551,1049988,1309
model_0,349,1,0.26481032371520996,3,3,1,0,0.762453556060791,789132,0.18201279640197754,0.08279752731323242,0.3126672939015661,worker1,worker1,worker1,0,0.18201279640197754,787824,1308,0.0,0,0,0.0,0,0
model_0,350,1,0.4586923122406006,6,6,1,1,0.9843108654022217,2889190,0.27370405197143555,0.18498826026916504,0.40329487835874617,worker1->worker3,worker1,worker3,0,0.1787126064300537,787824,1050069,0.0,0,0,0.09499144554138184,1049988,1309
model_0,351,1,0.2637643814086914,4,4,1,0,0.93185955286026,789131,0.1818828582763672,0.08188152313232422,0.3104343455891126,worker1,worker1,worker1,0,0.1818828582763672,787824,1307,0.0,0,0,0.0,0,0
