sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes,worker3_compute_time_sec,worker3_request_bytes,worker3_response_bytes
465,1,0.4512474536895752,4,4,1,1,0.4864177107810974,2889100,0.2628939151763916,worker1->worker2,0.1750504970550537,787794,1050039,0.08784341812133789,1049958,1309,0.0,0,0
466,1,0.25759005546569824,9,9,1,0,0.9974135756492615,789103,0.17607712745666504,worker1,0.17607712745666504,787794,1309,0.0,0,0,0.0,0,0
467,1,0.25127124786376953,6,6,1,0,0.983639657497406,789102,0.16986775398254395,worker1,0.16986775398254395,787794,1308,0.0,0,0,0.0,0,0
468,1,0.2529878616333008,5,5,1,0,0.8297461867332458,789103,0.17188549041748047,worker1,0.17188549041748047,787794,1309,0.0,0,0,0.0,0,0
469,1,0.46581339836120605,6,6,1,1,0.9929053783416748,2889100,0.2740442752838135,worker1->worker2,0.1712350845336914,787794,1050039,0.10280919075012207,1049958,1309,0.0,0,0
470,1,0.44827961921691895,2,4,0,1,0.657471239566803,2889099,0.260744571685791,worker1->worker2,0.1727759838104248,787794,1050039,0.08796858787536621,1049958,1308,0.0,0,0
471,1,0.25383639335632324,7,4,0,0,0.7065966725349426,789103,0.17225360870361328,worker1,0.17225360870361328,787794,1309,0.0,0,0,0.0,0,0
472,1,0.25415682792663574,5,5,1,0,0.7681189179420471,789103,0.17241644859313965,worker1,0.17241644859313965,787794,1309,0.0,0,0,0.0,0,0
473,1,0.4450259208679199,3,3,1,1,0.5847485661506653,2889100,0.25774502754211426,worker1->worker2,0.1701977252960205,787794,1050039,0.08754730224609375,1049958,1309,0.0,0,0
474,1,0.254408597946167,7,7,1,0,0.9383523464202881,789103,0.17302608489990234,worker1,0.17302608489990234,787794,1309,0.0,0,0,0.0,0,0
475,1,0.2546117305755615,7,7,1,0,0.9908789992332458,789103,0.17222952842712402,worker1,0.17222952842712402,787794,1309,0.0,0,0,0.0,0,0
476,1,0.4450089931488037,2,2,1,1,0.9475896954536438,2889100,0.2577979564666748,worker1->worker2,0.17047882080078125,787794,1050039,0.08731913566589355,1049958,1309,0.0,0,0
477,1,0.6153068542480469,0,0,1,2,0.7752261757850647,3940512,0.369518518447876,worker1->worker2->worker3,0.17333698272705078,787794,1050039,0.08707451820373535,1049958,525747,0.10910701751708984,525665,1309
478,1,0.2540404796600342,9,9,1,0,0.9662569761276245,789103,0.17237401008605957,worker1,0.17237401008605957,787794,1309,0.0,0,0,0.0,0,0
479,1,0.4468395709991455,9,1,0,1,0.7745656967163086,2889100,0.25989651679992676,worker1->worker2,0.16956496238708496,787794,1050039,0.0903315544128418,1049958,1309,0.0,0,0
480,1,0.2546112537384033,9,9,1,0,0.7622327208518982,789103,0.17345738410949707,worker1,0.17345738410949707,787794,1309,0.0,0,0,0.0,0,0
481,1,0.2517890930175781,5,5,1,0,0.7396082282066345,789103,0.17049431800842285,worker1,0.17049431800842285,787794,1309,0.0,0,0,0.0,0,0
482,1,0.25681519508361816,5,5,1,0,0.8983134031295776,789103,0.17536664009094238,worker1,0.17536664009094238,787794,1309,0.0,0,0,0.0,0,0
483,1,0.4792821407318115,6,5,0,1,0.7089792490005493,2889100,0.2892739772796631,worker1->worker2,0.17049813270568848,787794,1050039,0.11877584457397461,1049958,1309,0.0,0,0
484,1,0.2583460807800293,6,6,1,0,0.9983289837837219,789103,0.17615604400634766,worker1,0.17615604400634766,787794,1309,0.0,0,0,0.0,0,0
485,1,0.2502453327178955,2,2,1,0,0.8358084559440613,789103,0.16874170303344727,worker1,0.16874170303344727,787794,1309,0.0,0,0,0.0,0,0
486,1,0.2505311965942383,1,1,1,0,0.9621291756629944,789103,0.16911053657531738,worker1,0.16911053657531738,787794,1309,0.0,0,0,0.0,0,0
487,1,0.4448244571685791,5,5,1,1,0.814337432384491,2889099,0.2573513984680176,worker1->worker2,0.16949152946472168,787794,1050039,0.0878598690032959,1049958,1308,0.0,0,0
488,1,0.44927167892456055,3,4,0,1,0.7386829853057861,2889100,0.2621936798095703,worker1->worker2,0.17420077323913574,787794,1050039,0.08799290657043457,1049958,1309,0.0,0,0
489,1,0.45007872581481934,5,5,1,1,0.7915014624595642,2889100,0.2626969814300537,worker1->worker2,0.17441391944885254,787794,1050039,0.08828306198120117,1049958,1309,0.0,0,0
490,1,0.5813772678375244,3,3,1,2,0.9647663831710815,3940512,0.3392455577850342,worker1->worker2->worker3,0.1734778881072998,787794,1050039,0.09017372131347656,1049958,525747,0.07559394836425781,525665,1309
491,1,0.25565338134765625,2,2,1,0,0.9618328809738159,789103,0.17404747009277344,worker1,0.17404747009277344,787794,1309,0.0,0,0,0.0,0,0
492,1,0.2521798610687256,6,6,1,0,0.9212033748626709,789103,0.17054414749145508,worker1,0.17054414749145508,787794,1309,0.0,0,0,0.0,0,0
493,1,0.25255703926086426,8,8,1,0,0.9630947113037109,789103,0.17092490196228027,worker1,0.17092490196228027,787794,1309,0.0,0,0,0.0,0,0
494,1,0.2542099952697754,7,7,1,0,0.9990699887275696,789103,0.1722242832183838,worker1,0.1722242832183838,787794,1309,0.0,0,0,0.0,0,0
495,1,0.2523379325866699,3,3,1,0,0.8283784985542297,789103,0.17070817947387695,worker1,0.17070817947387695,787794,1309,0.0,0,0,0.0,0,0
496,1,0.4522678852081299,2,2,1,1,0.8203942775726318,2889100,0.2662222385406494,worker1->worker2,0.17596077919006348,787794,1050039,0.09026145935058594,1049958,1309,0.0,0,0
497,1,0.494248628616333,9,9,1,1,0.9652637243270874,2889100,0.30715250968933105,worker1->worker2,0.17643952369689941,787794,1050039,0.13071298599243164,1049958,1309,0.0,0,0
498,1,0.4498584270477295,6,2,0,1,0.6246475577354431,2889100,0.2635774612426758,worker1->worker2,0.1746976375579834,787794,1050039,0.08887982368469238,1049958,1309,0.0,0,0
499,1,0.4482450485229492,1,1,1,1,0.9813282489776611,2889100,0.2607877254486084,worker1->worker2,0.17309188842773438,787794,1050039,0.08769583702087402,1049958,1309,0.0,0,0
500,1,0.2539401054382324,5,5,1,0,0.8408946990966797,789103,0.17245078086853027,worker1,0.17245078086853027,787794,1309,0.0,0,0,0.0,0,0
501,1,0.44570446014404297,3,3,1,1,0.9932836294174194,2889100,0.2584209442138672,worker1->worker2,0.17060494422912598,787794,1050039,0.08781599998474121,1049958,1309,0.0,0,0
502,1,0.7023262977600098,3,3,1,3,0.7546114325523376,3940512,0.45681166648864746,worker1->worker2->worker3,0.1760272979736328,787794,1050039,0.08853673934936523,1049958,525747,0.19224762916564941,525665,1309
503,1,0.45212221145629883,1,1,1,1,0.7896068096160889,2889100,0.26508402824401855,worker1->worker2,0.1740889549255371,787794,1050039,0.09099507331848145,1049958,1309,0.0,0,0
504,1,0.2516331672668457,4,6,0,0,0.8316240906715393,789103,0.17010712623596191,worker1,0.17010712623596191,787794,1309,0.0,0,0,0.0,0,0
505,1,0.2517542839050293,8,8,1,0,0.9871231317520142,789103,0.17019081115722656,worker1,0.17019081115722656,787794,1309,0.0,0,0,0.0,0,0
506,1,0.4432668685913086,3,4,0,1,0.8003039956092834,2889100,0.2561674118041992,worker1->worker2,0.1677553653717041,787794,1050039,0.08841204643249512,1049958,1309,0.0,0,0
507,1,0.4493987560272217,2,2,1,1,0.7363149523735046,2889100,0.26225900650024414,worker1->worker2,0.17421483993530273,787794,1050039,0.0880441665649414,1049958,1309,0.0,0,0
508,1,0.25475215911865234,7,7,1,0,0.8059372305870056,789103,0.17316699028015137,worker1,0.17316699028015137,787794,1309,0.0,0,0,0.0,0,0
509,1,0.2526683807373047,9,9,1,0,0.9169276356697083,789103,0.1713864803314209,worker1,0.1713864803314209,787794,1309,0.0,0,0,0.0,0,0
510,1,0.44526171684265137,3,3,1,1,0.9706865549087524,2889100,0.2581157684326172,worker1->worker2,0.17010927200317383,787794,1050039,0.08800649642944336,1049958,1309,0.0,0,0
511,1,0.25491905212402344,7,7,1,0,0.7935828566551208,789103,0.1730813980102539,worker1,0.1730813980102539,787794,1309,0.0,0,0,0.0,0,0
512,1,0.2550392150878906,9,9,1,0,0.9912251830101013,789103,0.1735074520111084,worker1,0.1735074520111084,787794,1309,0.0,0,0,0.0,0,0
513,1,0.446242094039917,4,4,1,1,0.7908278107643127,2889100,0.2588667869567871,worker1->worker2,0.17055463790893555,787794,1050039,0.08831214904785156,1049958,1309,0.0,0,0
514,1,0.2544736862182617,7,7,1,0,0.8557306528091431,789103,0.1728968620300293,worker1,0.1728968620300293,787794,1309,0.0,0,0,0.0,0,0
515,1,0.25144290924072266,9,9,1,0,0.9999949932098389,789103,0.1698451042175293,worker1,0.1698451042175293,787794,1309,0.0,0,0,0.0,0,0
516,1,0.6037001609802246,8,8,1,2,0.9121713638305664,3940512,0.35654592514038086,worker1->worker2->worker3,0.16912198066711426,787794,1050039,0.08793067932128906,1049958,525747,0.09949326515197754,525665,1309
517,1,0.5828306674957275,4,4,1,2,0.837225615978241,3940511,0.34038448333740234,worker1->worker2->worker3,0.17418909072875977,787794,1050039,0.0898442268371582,1049958,525747,0.07635116577148438,525665,1308
518,1,0.25513768196105957,9,9,1,0,0.9495446681976318,789103,0.1735248565673828,worker1,0.1735248565673828,787794,1309,0.0,0,0,0.0,0,0
519,1,0.2524569034576416,7,7,1,0,0.9933070540428162,789103,0.17085623741149902,worker1,0.17085623741149902,787794,1309,0.0,0,0,0.0,0,0
520,1,0.2558424472808838,4,4,1,0,0.9706392288208008,789103,0.17380380630493164,worker1,0.17380380630493164,787794,1309,0.0,0,0,0.0,0,0
521,1,0.2511756420135498,2,2,1,0,0.9916532635688782,789103,0.1702423095703125,worker1,0.1702423095703125,787794,1309,0.0,0,0,0.0,0,0
522,1,0.2544209957122803,7,7,1,0,0.9928695559501648,789103,0.1720902919769287,worker1,0.1720902919769287,787794,1309,0.0,0,0,0.0,0,0
523,1,0.25226664543151855,9,1,0,0,0.8833133578300476,789103,0.17050409317016602,worker1,0.17050409317016602,787794,1309,0.0,0,0,0.0,0,0
524,1,0.2576296329498291,3,5,0,0,0.6088163256645203,789103,0.17566871643066406,worker1,0.17566871643066406,787794,1309,0.0,0,0,0.0,0,0
525,1,0.45809459686279297,5,5,1,1,0.600473165512085,2889099,0.26792240142822266,worker1->worker2,0.16977453231811523,787794,1050039,0.09814786911010742,1049958,1308,0.0,0,0
526,1,0.2536180019378662,3,3,1,0,0.9583485722541809,789103,0.17180109024047852,worker1,0.17180109024047852,787794,1309,0.0,0,0,0.0,0,0
527,1,0.26324462890625,6,6,1,0,0.922910213470459,789102,0.18173718452453613,worker1,0.18173718452453613,787794,1308,0.0,0,0,0.0,0,0
528,1,0.25069117546081543,9,9,1,0,0.9223339557647705,789103,0.1698474884033203,worker1,0.1698474884033203,787794,1309,0.0,0,0,0.0,0,0
529,1,0.45195698738098145,3,3,1,1,0.9468977451324463,2889100,0.2654869556427002,worker1->worker2,0.17698955535888672,787794,1050039,0.08849740028381348,1049958,1309,0.0,0,0
530,1,0.25730323791503906,9,9,1,0,0.9916917085647583,789103,0.17588353157043457,worker1,0.17588353157043457,787794,1309,0.0,0,0,0.0,0,0
531,1,0.4437124729156494,0,0,1,1,0.9965084195137024,2889100,0.256406307220459,worker1->worker2,0.1687619686126709,787794,1050039,0.08764433860778809,1049958,1309,0.0,0,0
532,1,0.25805044174194336,9,9,1,0,0.702065646648407,789102,0.17714381217956543,worker1,0.17714381217956543,787794,1308,0.0,0,0,0.0,0,0
533,1,0.2559335231781006,0,0,1,0,0.981907069683075,789102,0.17522859573364258,worker1,0.17522859573364258,787794,1308,0.0,0,0,0.0,0,0
534,1,0.250964879989624,7,4,0,0,0.8611554503440857,789103,0.1697227954864502,worker1,0.1697227954864502,787794,1309,0.0,0,0,0.0,0,0
535,1,0.2544121742248535,0,0,1,0,0.988066554069519,789102,0.17376446723937988,worker1,0.17376446723937988,787794,1308,0.0,0,0,0.0,0,0
536,1,0.25286412239074707,0,1,0,0,0.8913933038711548,789103,0.1712627410888672,worker1,0.1712627410888672,787794,1309,0.0,0,0,0.0,0,0
537,1,0.2544832229614258,6,6,1,0,0.9927378296852112,789103,0.17347311973571777,worker1,0.17347311973571777,787794,1309,0.0,0,0,0.0,0,0
538,1,0.2526223659515381,9,9,1,0,0.9649046659469604,789103,0.17128658294677734,worker1,0.17128658294677734,787794,1309,0.0,0,0,0.0,0,0
539,1,0.2542245388031006,7,7,1,0,0.9970598816871643,789103,0.17267966270446777,worker1,0.17267966270446777,787794,1309,0.0,0,0,0.0,0,0
540,1,0.44732046127319336,7,7,1,1,0.9850119352340698,2889100,0.26000356674194336,worker1->worker2,0.17235231399536133,787794,1050039,0.08765125274658203,1049958,1309,0.0,0,0
541,1,0.48751306533813477,9,9,1,1,0.9343584775924683,2889100,0.2965378761291504,worker1->worker2,0.17334771156311035,787794,1050039,0.12319016456604004,1049958,1309,0.0,0,0
542,1,0.2591099739074707,8,8,1,0,0.9648386240005493,789103,0.17790675163269043,worker1,0.17790675163269043,787794,1309,0.0,0,0,0.0,0,0
543,1,0.44747328758239746,8,8,1,1,0.9933096170425415,2889100,0.26171016693115234,worker1->worker2,0.17239046096801758,787794,1050039,0.08931970596313477,1049958,1309,0.0,0,0
544,1,0.2543981075286865,7,5,0,0,0.48738905787467957,789104,0.1738879680633545,worker1,0.1738879680633545,787794,1310,0.0,0,0,0.0,0,0
545,1,0.4436066150665283,5,3,0,1,0.8963784575462341,2889100,0.25635457038879395,worker1->worker2,0.1684107780456543,787794,1050039,0.08794379234313965,1049958,1309,0.0,0,0
546,1,0.2562282085418701,9,9,1,0,0.9967384934425354,789103,0.1745617389678955,worker1,0.1745617389678955,787794,1309,0.0,0,0,0.0,0,0
547,1,0.4505610466003418,8,8,1,1,0.9245908260345459,2889100,0.26297616958618164,worker1->worker2,0.17486310005187988,787794,1050039,0.08811306953430176,1049958,1309,0.0,0,0
548,1,0.2593414783477783,0,2,0,0,0.7383258938789368,789103,0.17781352996826172,worker1,0.17781352996826172,787794,1309,0.0,0,0,0.0,0,0
549,1,0.25200319290161133,5,5,1,0,0.707065999507904,789102,0.17052650451660156,worker1,0.17052650451660156,787794,1308,0.0,0,0,0.0,0,0
550,1,0.2551109790802002,8,8,1,0,0.5139544606208801,789103,0.173720121383667,worker1,0.173720121383667,787794,1309,0.0,0,0,0.0,0,0
551,1,0.4466559886932373,3,3,1,1,0.984605073928833,2889099,0.2594776153564453,worker1->worker2,0.17178869247436523,787794,1050039,0.08768892288208008,1049958,1308,0.0,0,0
552,1,0.2564427852630615,8,8,1,0,0.8967284560203552,789103,0.1747441291809082,worker1,0.1747441291809082,787794,1309,0.0,0,0,0.0,0,0
553,1,0.45086097717285156,6,6,1,1,0.9886026382446289,2889100,0.2645244598388672,worker1->worker2,0.17552828788757324,787794,1050039,0.08899617195129395,1049958,1309,0.0,0,0
554,1,0.2566537857055664,4,4,1,0,0.9143882393836975,789103,0.17392396926879883,worker1,0.17392396926879883,787794,1309,0.0,0,0,0.0,0,0
555,1,0.2512784004211426,2,2,1,0,0.9385521411895752,789103,0.1696634292602539,worker1,0.1696634292602539,787794,1309,0.0,0,0,0.0,0,0
556,1,0.25577259063720703,9,9,1,0,0.8010539412498474,789103,0.17377924919128418,worker1,0.17377924919128418,787794,1309,0.0,0,0,0.0,0,0
557,1,0.46475839614868164,6,6,1,1,0.9977841973304749,2889100,0.27330875396728516,worker1->worker2,0.16925978660583496,787794,1050039,0.1040489673614502,1049958,1309,0.0,0,0
558,1,0.700767993927002,2,2,1,3,0.8747860789299011,3940512,0.45459532737731934,worker1->worker2->worker3,0.17448210716247559,787794,1050039,0.08776283264160156,1049958,525747,0.1923503875732422,525665,1309
559,1,0.2584822177886963,1,1,1,0,0.9996613264083862,789103,0.17679500579833984,worker1,0.17679500579833984,787794,1309,0.0,0,0,0.0,0,0
560,1,0.25284671783447266,8,8,1,0,0.9869447350502014,789103,0.17108941078186035,worker1,0.17108941078186035,787794,1309,0.0,0,0,0.0,0,0
561,1,0.25269031524658203,9,9,1,0,0.9472088813781738,789103,0.17120862007141113,worker1,0.17120862007141113,787794,1309,0.0,0,0,0.0,0,0
562,1,0.25159454345703125,6,6,1,0,0.9975181818008423,789103,0.17071986198425293,worker1,0.17071986198425293,787794,1309,0.0,0,0,0.0,0,0
563,1,0.2530057430267334,1,9,0,0,0.5594995021820068,789103,0.17133784294128418,worker1,0.17133784294128418,787794,1309,0.0,0,0,0.0,0,0
564,1,0.25188422203063965,6,6,1,0,0.8822571635246277,789103,0.1700425148010254,worker1,0.1700425148010254,787794,1309,0.0,0,0,0.0,0,0
565,1,0.25327563285827637,8,8,1,0,0.9552015662193298,789103,0.17203950881958008,worker1,0.17203950881958008,787794,1309,0.0,0,0,0.0,0,0
566,1,0.25049543380737305,1,1,1,0,0.963917076587677,789102,0.16988134384155273,worker1,0.16988134384155273,787794,1308,0.0,0,0,0.0,0,0
567,1,0.2561619281768799,9,9,1,0,0.9974935054779053,789103,0.17456912994384766,worker1,0.17456912994384766,787794,1309,0.0,0,0,0.0,0,0
568,1,0.2507016658782959,9,9,1,0,0.9987161159515381,789103,0.1690230369567871,worker1,0.1690230369567871,787794,1309,0.0,0,0,0.0,0,0
569,1,0.44805121421813965,5,5,1,1,0.6218569874763489,2889100,0.2610921859741211,worker1->worker2,0.1707761287689209,787794,1050039,0.0903160572052002,1049958,1309,0.0,0,0
570,1,0.2559981346130371,0,0,1,0,0.9972317814826965,789103,0.1748201847076416,worker1,0.1748201847076416,787794,1309,0.0,0,0,0.0,0,0
571,1,0.44702649116516113,3,3,1,1,0.9835788011550903,2889100,0.259533166885376,worker1->worker2,0.1714339256286621,787794,1050039,0.08809924125671387,1049958,1309,0.0,0,0
572,1,0.49950337409973145,0,0,1,1,0.9900475144386292,2889100,0.3101933002471924,worker1->worker2,0.17215991020202637,787794,1050039,0.13803339004516602,1049958,1309,0.0,0,0
573,1,0.2543351650238037,4,4,1,0,0.9120376110076904,789103,0.17278623580932617,worker1,0.17278623580932617,787794,1309,0.0,0,0,0.0,0,0
574,1,0.25400805473327637,1,1,1,0,0.8599449992179871,789103,0.17362284660339355,worker1,0.17362284660339355,787794,1309,0.0,0,0,0.0,0,0
575,1,0.2517280578613281,5,5,1,0,0.9912812113761902,789103,0.17086362838745117,worker1,0.17086362838745117,787794,1309,0.0,0,0,0.0,0,0
576,1,0.6133947372436523,6,5,0,2,0.6119144558906555,3940512,0.3661468029022217,worker1->worker2->worker3,0.17132306098937988,787794,1050039,0.08871006965637207,1049958,525747,0.10611367225646973,525665,1309
577,1,0.25812554359436035,1,1,1,0,0.9946306943893433,789103,0.17641401290893555,worker1,0.17641401290893555,787794,1309,0.0,0,0,0.0,0,0
578,1,0.25470995903015137,8,8,1,0,0.9944165945053101,789103,0.17328381538391113,worker1,0.17328381538391113,787794,1309,0.0,0,0,0.0,0,0
579,1,0.44956088066101074,8,1,0,1,0.5459368824958801,2889100,0.2615649700164795,worker1->worker2,0.17199254035949707,787794,1050039,0.08957242965698242,1049958,1309,0.0,0,0
580,1,0.255490779876709,2,2,1,0,0.8665900230407715,789103,0.17367053031921387,worker1,0.17367053031921387,787794,1309,0.0,0,0,0.0,0,0
581,1,0.2523524761199951,6,6,1,0,0.9719009399414062,789103,0.17164897918701172,worker1,0.17164897918701172,787794,1309,0.0,0,0,0.0,0,0
582,1,0.44480180740356445,3,3,1,1,0.9462147355079651,2889100,0.2576427459716797,worker1->worker2,0.17060542106628418,787794,1050039,0.08703732490539551,1049958,1309,0.0,0,0
583,1,0.4506359100341797,3,3,1,1,0.7949534058570862,2889100,0.2633955478668213,worker1->worker2,0.1760716438293457,787794,1050039,0.08732390403747559,1049958,1309,0.0,0,0
584,1,0.2538762092590332,0,0,1,0,0.9455485343933105,789103,0.17226099967956543,worker1,0.17226099967956543,787794,1309,0.0,0,0,0.0,0,0
585,1,0.6647677421569824,2,2,1,3,0.3608160614967346,3940512,0.4221305847167969,worker1->worker2->worker3,0.16986417770385742,787794,1050039,0.08779025077819824,1049958,525747,0.1644761562347412,525665,1309
586,1,0.4590747356414795,4,6,0,1,0.7523157000541687,2889100,0.26468753814697266,worker1->worker2,0.17496275901794434,787794,1050039,0.08972477912902832,1049958,1309,0.0,0,0
587,1,0.2557849884033203,9,9,1,0,0.8834617733955383,789103,0.17443060874938965,worker1,0.17443060874938965,787794,1309,0.0,0,0,0.0,0,0
588,1,0.2501530647277832,1,1,1,0,0.9966873526573181,789103,0.16914820671081543,worker1,0.16914820671081543,787794,1309,0.0,0,0,0.0,0,0
589,1,0.2600398063659668,7,7,1,0,0.8918988108634949,789103,0.17876195907592773,worker1,0.17876195907592773,787794,1309,0.0,0,0,0.0,0,0
590,1,0.2515525817871094,9,9,1,0,0.8430262207984924,789103,0.17106914520263672,worker1,0.17106914520263672,787794,1309,0.0,0,0,0.0,0,0
591,1,0.5946400165557861,5,5,1,2,0.831325113773346,3940511,0.3469412326812744,worker1->worker2->worker3,0.17174482345581055,787794,1050039,0.08713722229003906,1049958,525747,0.0880591869354248,525665,1308
592,1,0.2557694911956787,3,2,0,0,0.7337143421173096,789103,0.17409038543701172,worker1,0.17409038543701172,787794,1309,0.0,0,0,0.0,0,0
593,1,0.25526952743530273,6,6,1,0,0.7397502064704895,789103,0.17398977279663086,worker1,0.17398977279663086,787794,1309,0.0,0,0,0.0,0,0
594,1,0.44855785369873047,7,7,1,1,0.8710244297981262,2889100,0.2618072032928467,worker1->worker2,0.17040634155273438,787794,1050039,0.0914008617401123,1049958,1309,0.0,0,0
595,1,0.2537813186645508,1,1,1,0,0.9494192600250244,789103,0.1719052791595459,worker1,0.1719052791595459,787794,1309,0.0,0,0,0.0,0,0
596,1,0.2522087097167969,1,1,1,0,0.9791021943092346,789103,0.1706557273864746,worker1,0.1706557273864746,787794,1309,0.0,0,0,0.0,0,0
597,1,0.44565272331237793,0,0,1,1,0.9989433884620667,2889100,0.2578420639038086,worker1->worker2,0.16914772987365723,787794,1050039,0.08869433403015137,1049958,1309,0.0,0,0
598,1,0.25499510765075684,1,1,1,0,0.9988799691200256,789103,0.17338132858276367,worker1,0.17338132858276367,787794,1309,0.0,0,0,0.0,0,0
599,1,0.2519955635070801,9,9,1,0,0.9310384392738342,789103,0.17066097259521484,worker1,0.17066097259521484,787794,1309,0.0,0,0,0.0,0,0
600,1,0.5877993106842041,9,1,0,2,0.8297163844108582,3940512,0.3460085391998291,worker1->worker2->worker3,0.1765456199645996,787794,1050039,0.0873875617980957,1049958,525747,0.08207535743713379,525665,1309
601,1,0.25680971145629883,2,7,0,0,0.9060593247413635,789103,0.1751091480255127,worker1,0.1751091480255127,787794,1309,0.0,0,0,0.0,0,0
602,1,0.4952244758605957,5,2,0,1,0.6194177269935608,2889100,0.3046286106109619,worker1->worker2,0.1738109588623047,787794,1050039,0.13081765174865723,1049958,1309,0.0,0,0
603,1,0.4512026309967041,3,3,1,1,0.9956719875335693,2889100,0.2638068199157715,worker1->worker2,0.1746659278869629,787794,1050039,0.0891408920288086,1049958,1309,0.0,0,0
604,1,0.26095080375671387,8,8,1,0,0.9983928799629211,789103,0.17955660820007324,worker1,0.17955660820007324,787794,1309,0.0,0,0,0.0,0,0
605,1,0.2501194477081299,8,8,1,0,0.9974837303161621,789103,0.16954994201660156,worker1,0.16954994201660156,787794,1309,0.0,0,0,0.0,0,0
606,1,0.25427818298339844,5,5,1,0,0.9338648319244385,789103,0.17275214195251465,worker1,0.17275214195251465,787794,1309,0.0,0,0,0.0,0,0
607,1,0.2516202926635742,1,1,1,0,0.9996546506881714,789103,0.17099237442016602,worker1,0.17099237442016602,787794,1309,0.0,0,0,0.0,0,0
608,1,0.4480602741241455,7,7,1,1,0.8469519019126892,2889100,0.2604224681854248,worker1->worker2,0.17227530479431152,787794,1050039,0.08814716339111328,1049958,1309,0.0,0,0
609,1,0.25592565536499023,8,8,1,0,0.9950178265571594,789103,0.17425942420959473,worker1,0.17425942420959473,787794,1309,0.0,0,0,0.0,0,0
610,1,0.25179433822631836,5,5,1,0,0.7674983143806458,789103,0.1701369285583496,worker1,0.1701369285583496,787794,1309,0.0,0,0,0.0,0,0
611,1,0.44697093963623047,9,9,1,1,0.992495059967041,2889099,0.25988245010375977,worker1->worker2,0.17153096199035645,787794,1050039,0.08835148811340332,1049958,1308,0.0,0,0
612,1,0.2575197219848633,1,1,1,0,0.8649120330810547,789103,0.17553091049194336,worker1,0.17553091049194336,787794,1309,0.0,0,0,0.0,0,0
613,1,0.25342369079589844,1,1,1,0,0.9968632459640503,789103,0.17166543006896973,worker1,0.17166543006896973,787794,1309,0.0,0,0,0.0,0,0
614,1,0.25351524353027344,1,1,1,0,0.9898307919502258,789103,0.17150616645812988,worker1,0.17150616645812988,787794,1309,0.0,0,0,0.0,0,0
615,1,0.4473717212677002,4,4,1,1,0.9991266131401062,2889100,0.2593667507171631,worker1->worker2,0.17102670669555664,787794,1050039,0.08834004402160645,1049958,1309,0.0,0,0
616,1,0.25471067428588867,7,7,1,0,0.7611131072044373,789103,0.17287969589233398,worker1,0.17287969589233398,787794,1309,0.0,0,0,0.0,0,0
617,1,0.2536497116088867,9,9,1,0,0.9929729700088501,789103,0.17222094535827637,worker1,0.17222094535827637,787794,1309,0.0,0,0,0.0,0,0
618,1,0.45215559005737305,4,4,1,1,0.9438847899436951,2889100,0.2582576274871826,worker1->worker2,0.17003870010375977,787794,1050039,0.08821892738342285,1049958,1309,0.0,0,0
619,1,0.25315380096435547,0,5,0,0,0.8465064167976379,789103,0.17164039611816406,worker1,0.17164039611816406,787794,1309,0.0,0,0,0.0,0,0
620,1,0.25774168968200684,6,6,1,0,0.9801914691925049,789103,0.17617583274841309,worker1,0.17617583274841309,787794,1309,0.0,0,0,0.0,0,0
621,1,0.44301319122314453,8,9,0,1,0.8900313973426819,2889100,0.2555263042449951,worker1->worker2,0.16727375984191895,787794,1050039,0.08825254440307617,1049958,1309,0.0,0,0
622,1,0.44859981536865234,2,2,1,1,0.953501284122467,2889099,0.26123642921447754,worker1->worker2,0.17293500900268555,787794,1050039,0.08830142021179199,1049958,1308,0.0,0,0
623,1,0.44975733757019043,2,2,1,1,0.7274142503738403,2889100,0.2626993656158447,worker1->worker2,0.1742696762084961,787794,1050039,0.08842968940734863,1049958,1309,0.0,0,0
624,1,0.252666711807251,3,3,1,0,0.8101409673690796,789103,0.1708846092224121,worker1,0.1708846092224121,787794,1309,0.0,0,0,0.0,0,0
625,1,0.2527432441711426,5,5,1,0,0.8125566244125366,789103,0.1710975170135498,worker1,0.1710975170135498,787794,1309,0.0,0,0,0.0,0,0
626,1,0.2504751682281494,8,8,1,0,0.8765971660614014,789103,0.1691579818725586,worker1,0.1691579818725586,787794,1309,0.0,0,0,0.0,0,0
627,1,0.44756221771240234,5,5,1,1,0.9460166692733765,2889100,0.2604398727416992,worker1->worker2,0.16979575157165527,787794,1050039,0.09064412117004395,1049958,1309,0.0,0,0
628,1,0.4538307189941406,5,5,1,1,0.8542646169662476,2889100,0.26759862899780273,worker1->worker2,0.17749714851379395,787794,1050039,0.09010148048400879,1049958,1309,0.0,0,0
629,1,0.25454115867614746,5,5,1,0,0.8970081806182861,789103,0.17270946502685547,worker1,0.17270946502685547,787794,1309,0.0,0,0,0.0,0,0
630,1,0.44691014289855957,6,6,1,1,0.9744292497634888,2889100,0.2597160339355469,worker1->worker2,0.1706857681274414,787794,1050039,0.08903026580810547,1049958,1309,0.0,0,0
631,1,0.44875240325927734,1,1,1,1,0.9999940395355225,2889100,0.26221227645874023,worker1->worker2,0.17339730262756348,787794,1050039,0.08881497383117676,1049958,1309,0.0,0,0
