sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes,jetson_compute_time_sec,jetson_request_bytes,jetson_response_bytes
3071,1,0.2575185298919678,7,7,1,0,0.9732965230941772,789109,0.17638897895812988,worker1,0.17638897895812988,787797,1312,0.0,0,0,0.0,0,0
3072,1,0.5775151252746582,7,7,1,2,0.9510290622711182,3940527,0.3063082695007324,worker1->worker2->jetson,0.17710566520690918,787797,1050041,0.08619213104248047,1049960,525750,0.04301047325134277,525668,1311
3073,1,0.25734615325927734,4,4,1,0,0.7712571024894714,789109,0.17602276802062988,worker1,0.17602276802062988,787797,1312,0.0,0,0,0.0,0,0
3074,1,0.2568812370300293,2,2,1,0,0.8056882619857788,789109,0.17597460746765137,worker1,0.17597460746765137,787797,1312,0.0,0,0,0.0,0,0
3075,1,0.25476741790771484,7,7,1,0,0.9006842374801636,789109,0.17306280136108398,worker1,0.17306280136108398,787797,1312,0.0,0,0,0.0,0,0
3076,1,0.2586185932159424,6,6,1,0,0.8156048655509949,789109,0.17703795433044434,worker1,0.17703795433044434,787797,1312,0.0,0,0,0.0,0,0
3077,1,0.5729856491088867,2,2,1,2,0.9880321025848389,3940527,0.3087120056152344,worker1->worker2->jetson,0.1728065013885498,787797,1050041,0.08843445777893066,1049960,525750,0.047471046447753906,525668,1311
3078,1,0.2598743438720703,7,7,1,0,0.9928695559501648,789109,0.17821645736694336,worker1,0.17821645736694336,787797,1312,0.0,0,0,0.0,0,0
3079,1,0.2563357353210449,8,8,1,0,0.9972909092903137,789109,0.17472290992736816,worker1,0.17472290992736816,787797,1312,0.0,0,0,0.0,0,0
3080,1,0.25990986824035645,7,7,1,0,0.9984824061393738,789109,0.17833828926086426,worker1,0.17833828926086426,787797,1312,0.0,0,0,0.0,0,0
3081,1,0.25358057022094727,5,7,0,0,0.7725167274475098,789109,0.17246079444885254,worker1,0.17246079444885254,787797,1312,0.0,0,0,0.0,0,0
3082,1,0.2541341781616211,7,7,1,0,0.9840289950370789,789109,0.17390847206115723,worker1,0.17390847206115723,787797,1312,0.0,0,0,0.0,0,0
3083,1,0.2560091018676758,6,6,1,0,0.9579188227653503,789109,0.17435169219970703,worker1,0.17435169219970703,787797,1312,0.0,0,0,0.0,0,0
3084,1,0.2585780620574951,6,6,1,0,0.8805893659591675,789109,0.17666053771972656,worker1,0.17666053771972656,787797,1312,0.0,0,0,0.0,0,0
3085,1,0.25356626510620117,1,1,1,0,0.9837098121643066,789109,0.1739215850830078,worker1,0.1739215850830078,787797,1312,0.0,0,0,0.0,0,0
3086,1,0.2561788558959961,7,7,1,0,0.9658487439155579,789109,0.1745748519897461,worker1,0.1745748519897461,787797,1312,0.0,0,0,0.0,0,0
3087,1,0.44889354705810547,6,6,1,1,0.9950965046882629,2889110,0.26252174377441406,worker1->worker2,0.17388653755187988,787797,1050041,0.08863520622253418,1049960,1312,0.0,0,0
3088,1,0.44962286949157715,6,6,1,1,0.9971018433570862,2889110,0.2646172046661377,worker1->worker2,0.17816615104675293,787797,1050041,0.08645105361938477,1049960,1312,0.0,0,0
3089,1,0.25794005393981934,8,9,0,0,0.8922203779220581,789109,0.176497220993042,worker1,0.176497220993042,787797,1312,0.0,0,0,0.0,0,0
3090,1,0.25789856910705566,4,4,1,0,0.8672604560852051,789109,0.17609548568725586,worker1,0.17609548568725586,787797,1312,0.0,0,0,0.0,0,0
3091,1,0.2572901248931885,5,5,1,0,0.7668183445930481,789109,0.17537951469421387,worker1,0.17537951469421387,787797,1312,0.0,0,0,0.0,0,0
3092,1,0.25861215591430664,6,6,1,0,0.7642003893852234,789109,0.17712020874023438,worker1,0.17712020874023438,787797,1312,0.0,0,0,0.0,0,0
3093,1,0.25723981857299805,4,4,1,0,0.897835373878479,789108,0.17575478553771973,worker1,0.17575478553771973,787797,1311,0.0,0,0,0.0,0,0
3094,1,0.2636406421661377,8,8,1,0,0.9837226271629333,789109,0.18218421936035156,worker1,0.18218421936035156,787797,1312,0.0,0,0,0.0,0,0
3095,1,0.5618863105773926,8,8,1,2,0.9998393058776855,3940527,0.3095967769622803,worker1->worker2->jetson,0.17429113388061523,787797,1050041,0.09549188613891602,1049960,525750,0.03981375694274902,525668,1311
3096,1,0.2595963478088379,4,4,1,0,0.8655902147293091,789109,0.17818045616149902,worker1,0.17818045616149902,787797,1312,0.0,0,0,0.0,0,0
3097,1,0.25436854362487793,4,4,1,0,0.9742281436920166,789109,0.1728358268737793,worker1,0.1728358268737793,787797,1312,0.0,0,0,0.0,0,0
3098,1,0.25554633140563965,0,2,0,0,0.934116780757904,789108,0.17383241653442383,worker1,0.17383241653442383,787797,1311,0.0,0,0,0.0,0,0
3099,1,0.254453182220459,3,5,0,0,0.7113110423088074,789109,0.1729733943939209,worker1,0.1729733943939209,787797,1312,0.0,0,0,0.0,0,0
3100,1,0.4482710361480713,6,6,1,1,0.9832097291946411,2889110,0.2630019187927246,worker1->worker2,0.1738910675048828,787797,1050041,0.0891108512878418,1049960,1312,0.0,0,0
3101,1,0.2593042850494385,3,3,1,0,0.5427687168121338,789109,0.17776250839233398,worker1,0.17776250839233398,787797,1312,0.0,0,0,0.0,0,0
3102,1,0.25576043128967285,5,5,1,0,0.9138860702514648,789109,0.1740255355834961,worker1,0.1740255355834961,787797,1312,0.0,0,0,0.0,0,0
3103,1,0.2550022602081299,3,3,1,0,0.7494555115699768,789109,0.1738591194152832,worker1,0.1738591194152832,787797,1312,0.0,0,0,0.0,0,0
3104,1,0.2554621696472168,4,4,1,0,0.8814541697502136,789109,0.17387771606445312,worker1,0.17387771606445312,787797,1312,0.0,0,0,0.0,0,0
3105,1,0.25739002227783203,9,9,1,0,0.7578614950180054,789109,0.17573857307434082,worker1,0.17573857307434082,787797,1312,0.0,0,0,0.0,0,0
3106,1,0.2562258243560791,9,9,1,0,0.9867261648178101,789109,0.17456603050231934,worker1,0.17456603050231934,787797,1312,0.0,0,0,0.0,0,0
3107,1,0.2615206241607666,9,9,1,0,0.9992538094520569,789109,0.1798412799835205,worker1,0.1798412799835205,787797,1312,0.0,0,0,0.0,0,0
3108,1,0.2560713291168213,8,8,1,0,0.8282949328422546,789109,0.17438077926635742,worker1,0.17438077926635742,787797,1312,0.0,0,0,0.0,0,0
3109,1,0.2596313953399658,4,4,1,0,0.9626893997192383,789109,0.17852473258972168,worker1,0.17852473258972168,787797,1312,0.0,0,0,0.0,0,0
3110,1,0.255145788192749,4,4,1,0,0.8805506229400635,789109,0.17445111274719238,worker1,0.17445111274719238,787797,1312,0.0,0,0,0.0,0,0
3111,1,0.6312344074249268,9,9,1,3,0.7487711310386658,3940527,0.3302621841430664,worker1->worker2->jetson,0.17537903785705566,787797,1050041,0.08747005462646484,1049960,525750,0.0674130916595459,525668,1311
3112,1,0.2580595016479492,3,2,0,0,0.9404942989349365,789109,0.1765589714050293,worker1,0.1765589714050293,787797,1312,0.0,0,0,0.0,0,0
3113,1,0.5771262645721436,2,2,1,2,0.8467010259628296,3940527,0.31990790367126465,worker1->worker2->jetson,0.1760845184326172,787797,1050041,0.0922853946685791,1049960,525750,0.05153799057006836,525668,1311
3114,1,0.2584421634674072,8,8,1,0,0.9921396374702454,789109,0.17667436599731445,worker1,0.17667436599731445,787797,1312,0.0,0,0,0.0,0,0
3115,1,0.45284104347229004,3,2,0,1,0.5685036778450012,2889110,0.26818418502807617,worker1->worker2,0.1777632236480713,787797,1050041,0.09042096138000488,1049960,1312,0.0,0,0
3116,1,0.44952988624572754,7,7,1,1,0.7300226092338562,2889110,0.263430118560791,worker1->worker2,0.17654657363891602,787797,1050041,0.086883544921875,1049960,1312,0.0,0,0
3117,1,0.4486212730407715,1,1,1,1,0.9999940395355225,2889110,0.2633049488067627,worker1->worker2,0.17636680603027344,787797,1050041,0.08693814277648926,1049960,1312,0.0,0,0
3118,1,0.4490230083465576,0,0,1,1,0.968371570110321,2889109,0.26367712020874023,worker1->worker2,0.1766369342803955,787797,1050041,0.08704018592834473,1049960,1311,0.0,0,0
3119,1,0.44870638847351074,6,6,1,1,0.9986912608146667,2889110,0.26337718963623047,worker1->worker2,0.17649626731872559,787797,1050041,0.08688092231750488,1049960,1312,0.0,0,0
3120,1,0.26006317138671875,3,3,1,0,0.8993504047393799,789109,0.17832303047180176,worker1,0.17832303047180176,787797,1312,0.0,0,0,0.0,0,0
3121,1,0.25767970085144043,0,0,1,0,0.5526906251907349,789109,0.17557024955749512,worker1,0.17557024955749512,787797,1312,0.0,0,0,0.0,0,0
3122,1,0.2570021152496338,2,2,1,0,0.9901368618011475,789109,0.17484188079833984,worker1,0.17484188079833984,787797,1312,0.0,0,0,0.0,0,0
3123,1,0.25865817070007324,9,9,1,0,0.7989984750747681,789109,0.1767430305480957,worker1,0.1767430305480957,787797,1312,0.0,0,0,0.0,0,0
3124,1,0.25707221031188965,0,0,1,0,0.9668909907341003,789109,0.17500972747802734,worker1,0.17500972747802734,787797,1312,0.0,0,0,0.0,0,0
3125,1,0.2583484649658203,8,8,1,0,0.9896082282066345,789109,0.17619037628173828,worker1,0.17619037628173828,787797,1312,0.0,0,0,0.0,0,0
3126,1,0.4483044147491455,1,0,0,1,0.5463648438453674,2889110,0.2629129886627197,worker1->worker2,0.17601537704467773,787797,1050041,0.08689761161804199,1049960,1312,0.0,0,0
3127,1,0.2586238384246826,0,0,1,0,0.7087713479995728,789109,0.1763591766357422,worker1,0.1763591766357422,787797,1312,0.0,0,0,0.0,0,0
3128,1,0.2559623718261719,1,1,1,0,0.9846409559249878,789109,0.1737046241760254,worker1,0.1737046241760254,787797,1312,0.0,0,0,0.0,0,0
3129,1,0.2561159133911133,3,4,0,0,0.8393014073371887,789109,0.17406034469604492,worker1,0.17406034469604492,787797,1312,0.0,0,0,0.0,0,0
3130,1,0.26014256477355957,0,0,1,0,0.9240843653678894,789109,0.17811799049377441,worker1,0.17811799049377441,787797,1312,0.0,0,0,0.0,0,0
3131,1,0.2546520233154297,4,4,1,0,0.702400267124176,789108,0.1726837158203125,worker1,0.1726837158203125,787797,1311,0.0,0,0,0.0,0,0
3132,1,0.25478434562683105,5,5,1,0,0.8603829145431519,789109,0.1740577220916748,worker1,0.1740577220916748,787797,1312,0.0,0,0,0.0,0,0
3133,1,0.25795817375183105,7,1,0,0,0.9419910311698914,789109,0.17650103569030762,worker1,0.17650103569030762,787797,1312,0.0,0,0,0.0,0,0
3134,1,0.4462738037109375,5,5,1,1,0.7404400706291199,2889110,0.2593071460723877,worker1->worker2,0.17245888710021973,787797,1050041,0.08684825897216797,1049960,1312,0.0,0,0
3135,1,0.2621285915374756,5,5,1,0,0.7414923906326294,789109,0.18109846115112305,worker1,0.18109846115112305,787797,1312,0.0,0,0,0.0,0,0
3136,1,0.2543318271636963,9,9,1,0,0.9640138149261475,789109,0.17320966720581055,worker1,0.17320966720581055,787797,1312,0.0,0,0,0.0,0,0
3137,1,0.4463801383972168,3,3,1,1,0.9832872152328491,2889110,0.26079511642456055,worker1->worker2,0.17374873161315918,787797,1050041,0.08704638481140137,1049960,1312,0.0,0,0
3138,1,0.4517669677734375,9,9,1,1,0.9269164800643921,2889110,0.2670884132385254,worker1->worker2,0.17850613594055176,787797,1050041,0.08858227729797363,1049960,1312,0.0,0,0
3139,1,0.2579948902130127,2,2,1,0,0.9506490230560303,789109,0.1774287223815918,worker1,0.1774287223815918,787797,1312,0.0,0,0,0.0,0,0
3140,1,0.5667884349822998,5,4,0,2,0.7676982879638672,3940527,0.3052098751068115,worker1->worker2->jetson,0.1737196445465088,787797,1050041,0.08653998374938965,1049960,525750,0.044950246810913086,525668,1311
3141,1,0.4533417224884033,0,0,1,1,0.8989977240562439,2889110,0.2678804397583008,worker1->worker2,0.17852044105529785,787797,1050041,0.08935999870300293,1049960,1312,0.0,0,0
3142,1,0.44683194160461426,8,8,1,1,0.9890583157539368,2889110,0.26310038566589355,worker1->worker2,0.17649006843566895,787797,1050041,0.08661031723022461,1049960,1312,0.0,0,0
3143,1,0.5737054347991943,8,8,1,2,0.9343580603599548,3940527,0.3177521228790283,worker1->worker2->jetson,0.17891573905944824,787797,1050041,0.08655333518981934,1049960,525750,0.05228304862976074,525668,1311
3144,1,0.4542381763458252,6,6,1,1,0.9576118588447571,2889110,0.2681457996368408,worker1->worker2,0.17806220054626465,787797,1050041,0.09008359909057617,1049960,1312,0.0,0,0
3145,1,0.2591369152069092,3,3,1,0,0.7074050903320312,789109,0.17764067649841309,worker1,0.17764067649841309,787797,1312,0.0,0,0,0.0,0,0
3146,1,0.2552011013031006,1,1,1,0,0.8649120330810547,789109,0.17359137535095215,worker1,0.17359137535095215,787797,1312,0.0,0,0,0.0,0,0
3147,1,0.5573582649230957,2,2,1,2,0.9995808005332947,3940527,0.3056905269622803,worker1->worker2->jetson,0.17412137985229492,787797,1050041,0.08849000930786133,1049960,525750,0.04307913780212402,525668,1311
3148,1,0.25954675674438477,3,3,1,0,0.8956727981567383,789109,0.17753958702087402,worker1,0.17753958702087402,787797,1312,0.0,0,0,0.0,0,0
3149,1,0.25532031059265137,4,4,1,0,0.9881921410560608,789109,0.17341947555541992,worker1,0.17341947555541992,787797,1312,0.0,0,0,0.0,0,0
3150,1,0.25582075119018555,9,9,1,0,0.9866438508033752,789109,0.17409825325012207,worker1,0.17409825325012207,787797,1312,0.0,0,0,0.0,0,0
3151,1,0.25368642807006836,4,4,1,0,0.5485172867774963,789109,0.17247295379638672,worker1,0.17247295379638672,787797,1312,0.0,0,0,0.0,0,0
3152,1,0.4503755569458008,9,9,1,1,0.9764392375946045,2889110,0.26594018936157227,worker1->worker2,0.17473268508911133,787797,1050041,0.09120750427246094,1049960,1312,0.0,0,0
3153,1,0.2585442066192627,1,1,1,0,0.6231306791305542,789109,0.17679286003112793,worker1,0.17679286003112793,787797,1312,0.0,0,0,0.0,0,0
3154,1,0.44333982467651367,2,2,1,1,0.7226592302322388,2889110,0.2584366798400879,worker1->worker2,0.17181849479675293,787797,1050041,0.08661818504333496,1049960,1312,0.0,0,0
3155,1,0.4481995105743408,3,3,1,1,0.9941816926002502,2889110,0.2634572982788086,worker1->worker2,0.17679286003112793,787797,1050041,0.08666443824768066,1049960,1312,0.0,0,0
3156,1,0.25649428367614746,7,7,1,0,0.81828773021698,789107,0.1751554012298584,worker1,0.1751554012298584,787797,1310,0.0,0,0,0.0,0,0
3157,1,0.45001220703125,0,0,1,1,0.8863813877105713,2889110,0.2655329704284668,worker1->worker2,0.17883515357971191,787797,1050041,0.08669781684875488,1049960,1312,0.0,0,0
3158,1,0.45111870765686035,5,5,1,1,0.9984418749809265,2889110,0.26608943939208984,worker1->worker2,0.1795213222503662,787797,1050041,0.08656811714172363,1049960,1312,0.0,0,0
3159,1,0.25909924507141113,0,9,0,0,0.9031755924224854,789109,0.17739534378051758,worker1,0.17739534378051758,787797,1312,0.0,0,0,0.0,0,0
3160,1,0.25608062744140625,0,0,1,0,0.9109722971916199,789109,0.17455482482910156,worker1,0.17455482482910156,787797,1312,0.0,0,0,0.0,0,0
3161,1,0.4852776527404785,5,5,1,1,0.7389762997627258,2889110,0.2994234561920166,worker1->worker2,0.17551684379577637,787797,1050041,0.12390661239624023,1049960,1312,0.0,0,0
3162,1,0.2611849308013916,9,9,1,0,0.986769437789917,789108,0.17967939376831055,worker1,0.17967939376831055,787797,1311,0.0,0,0,0.0,0,0
3163,1,0.25318050384521484,1,1,1,0,0.9965716600418091,789109,0.17205142974853516,worker1,0.17205142974853516,787797,1312,0.0,0,0,0.0,0,0
3164,1,0.4453117847442627,9,7,0,1,0.6658979654312134,2889110,0.26103925704956055,worker1->worker2,0.17395639419555664,787797,1050041,0.0870828628540039,1049960,1312,0.0,0,0
3165,1,0.26288890838623047,9,1,0,0,0.7231611013412476,789109,0.18109798431396484,worker1,0.18109798431396484,787797,1312,0.0,0,0,0.0,0,0
3166,1,0.2560257911682129,7,7,1,0,0.9977144002914429,789109,0.17426371574401855,worker1,0.17426371574401855,787797,1312,0.0,0,0,0.0,0,0
3167,1,0.2642073631286621,3,3,1,0,0.9310563206672668,789109,0.1827080249786377,worker1,0.1827080249786377,787797,1312,0.0,0,0,0.0,0,0
3168,1,0.25929975509643555,8,8,1,0,0.9877021908760071,789109,0.1772780418395996,worker1,0.1772780418395996,787797,1312,0.0,0,0,0.0,0,0
3169,1,0.26422929763793945,6,0,0,0,0.988261878490448,789108,0.18247365951538086,worker1,0.18247365951538086,787797,1311,0.0,0,0,0.0,0,0
3170,1,0.610260009765625,0,0,1,2,0.5003884434700012,3940527,0.3545811176300049,worker1->worker2->jetson,0.17844843864440918,787797,1050041,0.08661341667175293,1049960,525750,0.08951926231384277,525668,1311
3171,1,0.26803088188171387,2,2,1,0,0.9115073680877686,789109,0.18631219863891602,worker1,0.18631219863891602,787797,1312,0.0,0,0,0.0,0,0
3172,1,0.26473188400268555,8,8,1,0,0.9444897174835205,789109,0.18306660652160645,worker1,0.18306660652160645,787797,1312,0.0,0,0,0.0,0,0
3173,1,0.26146364212036133,5,6,0,0,0.7571113109588623,789109,0.1799788475036621,worker1,0.1799788475036621,787797,1312,0.0,0,0,0.0,0,0
3174,1,0.2636134624481201,6,3,0,0,0.7157248258590698,789109,0.182342529296875,worker1,0.182342529296875,787797,1312,0.0,0,0,0.0,0,0
3175,1,0.2638697624206543,9,9,1,0,0.9997501969337463,789109,0.18322181701660156,worker1,0.18322181701660156,787797,1312,0.0,0,0,0.0,0,0
3176,1,0.4494173526763916,7,7,1,1,0.999739944934845,2889109,0.2635035514831543,worker1->worker2,0.17456769943237305,787797,1050041,0.08893585205078125,1049960,1311,0.0,0,0
3177,1,0.2574801445007324,9,9,1,0,0.9993823766708374,789109,0.17599058151245117,worker1,0.17599058151245117,787797,1312,0.0,0,0,0.0,0,0
3178,1,0.25607776641845703,0,2,0,0,0.8848502039909363,789109,0.17531681060791016,worker1,0.17531681060791016,787797,1312,0.0,0,0,0.0,0,0
3179,1,0.25582122802734375,9,9,1,0,0.9898961782455444,789109,0.17403912544250488,worker1,0.17403912544250488,787797,1312,0.0,0,0,0.0,0,0
3180,1,0.2615785598754883,6,6,1,0,0.9728479385375977,789109,0.17997479438781738,worker1,0.17997479438781738,787797,1312,0.0,0,0,0.0,0,0
3181,1,0.2558596134185791,8,8,1,0,0.9874744415283203,789109,0.17419171333312988,worker1,0.17419171333312988,787797,1312,0.0,0,0,0.0,0,0
3182,1,0.4527156352996826,4,4,1,1,0.7565688490867615,2889110,0.26518702507019043,worker1->worker2,0.1768932342529297,787797,1050041,0.08829379081726074,1049960,1312,0.0,0,0
3183,1,0.2628471851348877,3,3,1,0,0.720230221748352,789108,0.18121910095214844,worker1,0.18121910095214844,787797,1311,0.0,0,0,0.0,0,0
3184,1,0.4456510543823242,3,3,1,1,0.9968137145042419,2889110,0.26073122024536133,worker1->worker2,0.17391538619995117,787797,1050041,0.08681583404541016,1049960,1312,0.0,0,0
3185,1,0.2587707042694092,6,6,1,0,0.9940181970596313,789109,0.17696189880371094,worker1,0.17696189880371094,787797,1312,0.0,0,0,0.0,0,0
3186,1,0.26236820220947266,6,6,1,0,0.9979378581047058,789109,0.18074822425842285,worker1,0.18074822425842285,787797,1312,0.0,0,0,0.0,0,0
3187,1,0.25551438331604004,7,0,0,0,0.7088912129402161,789109,0.17379331588745117,worker1,0.17379331588745117,787797,1312,0.0,0,0,0.0,0,0
3188,1,0.4587244987487793,4,6,0,1,0.771350085735321,2889109,0.2736525535583496,worker1->worker2,0.17609262466430664,787797,1050041,0.09755992889404297,1049960,1311,0.0,0,0
3189,1,0.2592039108276367,4,4,1,0,0.9679210782051086,789109,0.17750239372253418,worker1,0.17750239372253418,787797,1312,0.0,0,0,0.0,0,0
3190,1,0.2552509307861328,7,7,1,0,0.9598994255065918,789109,0.17353510856628418,worker1,0.17353510856628418,787797,1312,0.0,0,0,0.0,0,0
3191,1,0.2713615894317627,4,7,0,0,0.49270370602607727,789110,0.18768906593322754,worker1,0.18768906593322754,787797,1313,0.0,0,0,0.0,0,0
3192,1,0.2557411193847656,9,9,1,0,0.9974135756492615,789109,0.17420434951782227,worker1,0.17420434951782227,787797,1312,0.0,0,0,0.0,0,0
3193,1,0.2547464370727539,7,7,1,0,0.7788794040679932,789109,0.1745319366455078,worker1,0.1745319366455078,787797,1312,0.0,0,0,0.0,0,0
3194,1,0.2711052894592285,7,7,1,0,0.9936176538467407,789109,0.17839860916137695,worker1,0.17839860916137695,787797,1312,0.0,0,0,0.0,0,0
3195,1,0.4453318119049072,5,3,0,1,0.6503250598907471,2889110,0.2602410316467285,worker1->worker2,0.17383694648742676,787797,1050041,0.08640408515930176,1049960,1312,0.0,0,0
3196,1,0.6054041385650635,2,2,1,2,0.7890467047691345,3940527,0.3461627960205078,worker1->worker2->jetson,0.1775953769683838,787797,1050041,0.08622145652770996,1049960,525750,0.08234596252441406,525668,1311
3197,1,0.2580127716064453,4,4,1,0,0.909115195274353,789108,0.17631149291992188,worker1,0.17631149291992188,787797,1311,0.0,0,0,0.0,0,0
3198,1,0.25672268867492676,7,7,1,0,0.9994231462478638,789109,0.1752002239227295,worker1,0.1752002239227295,787797,1312,0.0,0,0,0.0,0,0
3199,1,0.2546718120574951,9,9,1,0,0.9507372975349426,789109,0.1727607250213623,worker1,0.1727607250213623,787797,1312,0.0,0,0,0.0,0,0
3200,1,0.2564523220062256,6,6,1,0,0.4951508939266205,789109,0.17487573623657227,worker1,0.17487573623657227,787797,1312,0.0,0,0,0.0,0,0
3201,1,0.4499337673187256,5,7,0,1,0.8248307704925537,2889110,0.2618544101715088,worker1->worker2,0.17325615882873535,787797,1050041,0.08859825134277344,1049960,1312,0.0,0,0
3202,1,0.44771385192871094,0,0,1,1,0.9479771256446838,2889110,0.26302576065063477,worker1->worker2,0.17646527290344238,787797,1050041,0.08656048774719238,1049960,1312,0.0,0,0
3203,1,0.2590014934539795,7,7,1,0,0.7730557918548584,789109,0.17749547958374023,worker1,0.17749547958374023,787797,1312,0.0,0,0,0.0,0,0
3204,1,0.2578160762786865,6,6,1,0,0.9110639095306396,789109,0.17618465423583984,worker1,0.17618465423583984,787797,1312,0.0,0,0,0.0,0,0
3205,1,0.255814790725708,3,3,1,0,0.5793285369873047,789109,0.17419052124023438,worker1,0.17419052124023438,787797,1312,0.0,0,0,0.0,0,0
3206,1,0.25667238235473633,4,4,1,0,0.8913243412971497,789109,0.1748487949371338,worker1,0.1748487949371338,787797,1312,0.0,0,0,0.0,0,0
3207,1,0.255354642868042,6,6,1,0,0.8857254981994629,789109,0.173567533493042,worker1,0.173567533493042,787797,1312,0.0,0,0,0.0,0,0
3208,1,0.600461483001709,5,4,0,3,0.6586825251579285,3940527,0.31469011306762695,worker1->worker2->jetson,0.17768597602844238,787797,1050041,0.0871894359588623,1049960,525750,0.049814701080322266,525668,1311
3209,1,0.25833916664123535,5,3,0,0,0.5388249158859253,789109,0.17688965797424316,worker1,0.17688965797424316,787797,1312,0.0,0,0,0.0,0,0
3210,1,0.25719714164733887,1,1,1,0,0.8495128154754639,789109,0.17558860778808594,worker1,0.17558860778808594,787797,1312,0.0,0,0,0.0,0,0
3211,1,0.2564857006072998,7,7,1,0,0.9192284941673279,789109,0.17498278617858887,worker1,0.17498278617858887,787797,1312,0.0,0,0,0.0,0,0
3212,1,0.4517691135406494,4,3,0,1,0.8124994039535522,2889110,0.2655630111694336,worker1->worker2,0.17555522918701172,787797,1050041,0.09000778198242188,1049960,1312,0.0,0,0
3213,1,0.44872045516967773,6,6,1,1,0.9621171355247498,2889110,0.26391005516052246,worker1->worker2,0.17704463005065918,787797,1050041,0.08686542510986328,1049960,1312,0.0,0,0
3214,1,0.6332113742828369,6,6,1,3,0.9904560446739197,3940527,0.3523845672607422,worker1->worker2->jetson,0.17865777015686035,787797,1050041,0.08694195747375488,1049960,525750,0.08678483963012695,525668,1311
3215,1,0.47308826446533203,2,2,1,1,0.9980809688568115,2889110,0.28323793411254883,worker1->worker2,0.17861127853393555,787797,1050041,0.10462665557861328,1049960,1312,0.0,0,0
3216,1,0.2602078914642334,8,8,1,0,0.9665646553039551,789109,0.17801117897033691,worker1,0.17801117897033691,787797,1312,0.0,0,0,0.0,0,0
3217,1,0.2550234794616699,5,5,1,0,0.7805128693580627,789109,0.17369580268859863,worker1,0.17369580268859863,787797,1312,0.0,0,0,0.0,0,0
3218,1,0.2568192481994629,5,5,1,0,0.9230876564979553,789109,0.17391538619995117,worker1,0.17391538619995117,787797,1312,0.0,0,0,0.0,0,0
3219,1,0.2546360492706299,0,1,0,0,0.9053876996040344,789109,0.17403960227966309,worker1,0.17403960227966309,787797,1312,0.0,0,0,0.0,0,0
3220,1,0.25539207458496094,9,9,1,0,0.9821047186851501,789109,0.17472600936889648,worker1,0.17472600936889648,787797,1312,0.0,0,0,0.0,0,0
3221,1,0.2558560371398926,9,9,1,0,0.992108166217804,789108,0.17481613159179688,worker1,0.17481613159179688,787797,1311,0.0,0,0,0.0,0,0
3222,1,0.4453589916229248,3,3,1,1,0.9771384000778198,2889110,0.26134157180786133,worker1->worker2,0.1743783950805664,787797,1050041,0.08696317672729492,1049960,1312,0.0,0,0
3223,1,0.2596256732940674,9,9,1,0,0.9889752864837646,789109,0.17765355110168457,worker1,0.17765355110168457,787797,1312,0.0,0,0,0.0,0,0
3224,1,0.25758862495422363,4,4,1,0,0.7845354080200195,789109,0.1759486198425293,worker1,0.1759486198425293,787797,1312,0.0,0,0,0.0,0,0
3225,1,0.2552633285522461,2,2,1,0,0.7198439836502075,789109,0.173553466796875,worker1,0.173553466796875,787797,1312,0.0,0,0,0.0,0,0
3226,1,0.2574496269226074,4,4,1,0,0.9067139029502869,789109,0.17619943618774414,worker1,0.17619943618774414,787797,1312,0.0,0,0,0.0,0,0
3227,1,0.25568532943725586,9,9,1,0,0.9993247985839844,789109,0.17490839958190918,worker1,0.17490839958190918,787797,1312,0.0,0,0,0.0,0,0
3228,1,0.4451754093170166,3,3,1,1,0.7249798774719238,2889110,0.260451078414917,worker1->worker2,0.17389607429504395,787797,1050041,0.08655500411987305,1049960,1312,0.0,0,0
3229,1,0.26305365562438965,8,8,1,0,0.9290849566459656,789109,0.18099069595336914,worker1,0.18099069595336914,787797,1312,0.0,0,0,0.0,0,0
3230,1,0.44511961936950684,6,6,1,1,0.8612220883369446,2889110,0.2600855827331543,worker1->worker2,0.1735973358154297,787797,1050041,0.08648824691772461,1049960,1312,0.0,0,0
3231,1,0.48134684562683105,4,4,1,1,0.6900960803031921,2889110,0.2958531379699707,worker1->worker2,0.18084001541137695,787797,1050041,0.11501312255859375,1049960,1312,0.0,0,0
3232,1,0.2587003707885742,6,6,1,0,0.9416102766990662,789109,0.17689800262451172,worker1,0.17689800262451172,787797,1312,0.0,0,0,0.0,0,0
3233,1,0.4466395378112793,3,3,1,1,0.9760949611663818,2889110,0.26140809059143066,worker1->worker2,0.17392945289611816,787797,1050041,0.0874786376953125,1049960,1312,0.0,0,0
3234,1,0.25773024559020996,4,2,0,0,0.7863333225250244,789109,0.17621445655822754,worker1,0.17621445655822754,787797,1312,0.0,0,0,0.0,0,0
3235,1,0.25606274604797363,8,8,1,0,0.94405198097229,789107,0.17412972450256348,worker1,0.17412972450256348,787797,1310,0.0,0,0,0.0,0,0
3236,1,0.6125509738922119,2,6,0,3,0.49329906702041626,3940528,0.3273899555206299,worker1->worker2->jetson,0.17376446723937988,787797,1050041,0.08691024780273438,1049960,525750,0.06671524047851562,525668,1312
3237,1,0.26011013984680176,4,4,1,0,0.963161051273346,789108,0.17835569381713867,worker1,0.17835569381713867,787797,1311,0.0,0,0,0.0,0,0
