sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes
2639,1,0.260303258895874,4,4,1,0,0.9530194997787476,789109,0.17775559425354004,worker1,0.17775559425354004,787797,1312,0.0,0,0
2640,1,0.27826428413391113,8,8,1,0,0.5201476812362671,789109,0.19621634483337402,worker1,0.19621634483337402,787797,1312,0.0,0,0
2641,1,0.2581140995025635,8,8,1,0,0.9308487772941589,789109,0.17640471458435059,worker1,0.17640471458435059,787797,1312,0.0,0,0
2642,1,0.2665078639984131,8,8,1,0,0.6044360995292664,789109,0.1848611831665039,worker1,0.1848611831665039,787797,1312,0.0,0,0
2643,1,0.34537601470947266,4,4,1,1,0.9554583430290222,789109,0.26332998275756836,worker1,0.26332998275756836,787797,1312,0.0,0,0
2644,1,0.5235686302185059,5,5,1,2,0.7241870760917664,1840527,0.38341403007507324,worker1->worker2,0.27564191818237305,787797,525750,0.1077721118927002,525668,1312
2645,1,0.26038432121276855,3,3,1,0,0.9332177042961121,789109,0.1786491870880127,worker1,0.1786491870880127,787797,1312,0.0,0,0
2646,1,0.48037099838256836,2,2,1,2,0.8467006683349609,1840527,0.34293437004089355,worker1->worker2,0.26537418365478516,787797,525750,0.0775601863861084,525668,1312
2647,1,0.3582930564880371,4,2,0,1,0.9653653502464294,789109,0.2765164375305176,worker1,0.2765164375305176,787797,1312,0.0,0,0
2648,1,0.25627636909484863,3,3,1,0,0.8560349345207214,789109,0.17438244819641113,worker1,0.17438244819641113,787797,1312,0.0,0,0
2649,1,0.25765228271484375,9,9,1,0,0.8773239254951477,789109,0.1757354736328125,worker1,0.1757354736328125,787797,1312,0.0,0,0
2650,1,0.3507692813873291,0,0,1,1,0.9859969019889832,789109,0.2651638984680176,worker1,0.2651638984680176,787797,1312,0.0,0,0
2651,1,0.2601485252380371,1,1,1,0,0.9703215956687927,789109,0.17847180366516113,worker1,0.17847180366516113,787797,1312,0.0,0,0
2652,1,0.2588934898376465,7,7,1,0,0.7669622898101807,789109,0.1768510341644287,worker1,0.1768510341644287,787797,1312,0.0,0,0
2653,1,0.259563684463501,4,4,1,0,0.9390271902084351,789109,0.1778736114501953,worker1,0.1778736114501953,787797,1312,0.0,0,0
2654,1,0.5586073398590088,6,6,1,3,0.5175532698631287,1840527,0.42087388038635254,worker1->worker2,0.2673666477203369,787797,525750,0.15350723266601562,525668,1312
2655,1,0.2597312927246094,9,9,1,0,0.9397929906845093,789109,0.17796063423156738,worker1,0.17796063423156738,787797,1312,0.0,0,0
2656,1,0.25632596015930176,7,7,1,0,0.9981080293655396,789109,0.17447781562805176,worker1,0.17447781562805176,787797,1312,0.0,0,0
2657,1,0.2573988437652588,7,7,1,0,0.9563990831375122,789109,0.17569446563720703,worker1,0.17569446563720703,787797,1312,0.0,0,0
2658,1,0.2594282627105713,1,1,1,0,0.6382060050964355,789109,0.17719340324401855,worker1,0.17719340324401855,787797,1312,0.0,0,0
2659,1,0.35222816467285156,4,3,0,1,0.6118801832199097,789109,0.27011919021606445,worker1,0.27011919021606445,787797,1312,0.0,0,0
2660,1,0.34603214263916016,7,7,1,1,0.6466255187988281,789109,0.2639732360839844,worker1,0.2639732360839844,787797,1312,0.0,0,0
2661,1,0.2649502754211426,7,7,1,0,0.9984824061393738,789109,0.18225622177124023,worker1,0.18225622177124023,787797,1312,0.0,0,0
2662,1,0.3455367088317871,9,9,1,1,0.8708397746086121,789109,0.26375675201416016,worker1,0.26375675201416016,787797,1312,0.0,0,0
2663,1,0.2589545249938965,7,7,1,0,0.9726514220237732,789109,0.17748594284057617,worker1,0.17748594284057617,787797,1312,0.0,0,0
2664,1,0.25909924507141113,2,2,1,0,0.8947867751121521,789109,0.1771554946899414,worker1,0.1771554946899414,787797,1312,0.0,0,0
2665,1,0.2608063220977783,0,2,0,0,0.7238587737083435,789109,0.17902159690856934,worker1,0.17902159690856934,787797,1312,0.0,0,0
2666,1,0.2609546184539795,4,4,1,0,0.9645568132400513,789109,0.17886567115783691,worker1,0.17886567115783691,787797,1312,0.0,0,0
2667,1,0.34725141525268555,8,0,0,1,0.508272111415863,789108,0.2653462886810303,worker1,0.2653462886810303,787797,1311,0.0,0,0
2668,1,0.35173678398132324,5,5,1,1,0.9994801878929138,789109,0.2696664333343506,worker1,0.2696664333343506,787797,1312,0.0,0,0
2669,1,0.2583155632019043,1,1,1,0,0.8775419592857361,789109,0.17578625679016113,worker1,0.17578625679016113,787797,1312,0.0,0,0
2670,1,0.25882673263549805,9,9,1,0,0.9957361221313477,789109,0.1771993637084961,worker1,0.1771993637084961,787797,1312,0.0,0,0
2671,1,0.2568972110748291,9,9,1,0,0.8902504444122314,789109,0.17581844329833984,worker1,0.17581844329833984,787797,1312,0.0,0,0
2672,1,0.2594475746154785,2,2,1,0,0.7321212291717529,789109,0.17846465110778809,worker1,0.17846465110778809,787797,1312,0.0,0,0
2673,1,0.26349925994873047,3,3,1,0,0.9310563206672668,789109,0.18154215812683105,worker1,0.18154215812683105,787797,1312,0.0,0,0
2674,1,0.49010801315307617,7,7,1,2,0.8471304178237915,1840527,0.3504035472869873,worker1->worker2,0.26717519760131836,787797,525750,0.08322834968566895,525668,1312
2675,1,0.26055335998535156,1,1,1,0,0.9971854090690613,789109,0.1798539161682129,worker1,0.1798539161682129,787797,1312,0.0,0,0
2676,1,0.26021289825439453,9,9,1,0,0.9715002179145813,789109,0.17852473258972168,worker1,0.17852473258972168,787797,1312,0.0,0,0
2677,1,0.2596590518951416,7,7,1,0,0.99332594871521,789107,0.1792140007019043,worker1,0.1792140007019043,787797,1310,0.0,0,0
2678,1,0.25769615173339844,7,4,0,0,0.8649656176567078,789109,0.17591118812561035,worker1,0.17591118812561035,787797,1312,0.0,0,0
2679,1,0.26001596450805664,8,8,1,0,0.8265707492828369,789109,0.17783117294311523,worker1,0.17783117294311523,787797,1312,0.0,0,0
2680,1,0.25766563415527344,7,7,1,0,0.9998748302459717,789109,0.17610716819763184,worker1,0.17610716819763184,787797,1312,0.0,0,0
2681,1,0.261075496673584,4,7,0,0,0.7890006303787231,789109,0.1791384220123291,worker1,0.1791384220123291,787797,1312,0.0,0,0
2682,1,0.2582533359527588,0,0,1,0,0.8746140599250793,789109,0.17713475227355957,worker1,0.17713475227355957,787797,1312,0.0,0,0
2683,1,0.2654697895050049,1,1,1,0,0.9915355443954468,789109,0.18329739570617676,worker1,0.18329739570617676,787797,1312,0.0,0,0
2684,1,0.25875139236450195,3,3,1,0,0.8360028266906738,789109,0.17648744583129883,worker1,0.17648744583129883,787797,1312,0.0,0,0
2685,1,0.2586665153503418,9,9,1,0,0.9141108393669128,789109,0.17646217346191406,worker1,0.17646217346191406,787797,1312,0.0,0,0
2686,1,0.36014795303344727,0,0,1,1,0.9930381178855896,789109,0.278228759765625,worker1,0.278228759765625,787797,1312,0.0,0,0
2687,1,0.2572150230407715,8,8,1,0,0.9937404990196228,789109,0.17621636390686035,worker1,0.17621636390686035,787797,1312,0.0,0,0
2688,1,0.3494272232055664,4,7,0,1,0.8644850850105286,789109,0.26845812797546387,worker1,0.26845812797546387,787797,1312,0.0,0,0
2689,1,0.25914740562438965,0,0,1,0,0.9662508368492126,789109,0.17715191841125488,worker1,0.17715191841125488,787797,1312,0.0,0,0
2690,1,0.26070618629455566,8,8,1,0,0.9000682234764099,789109,0.178741455078125,worker1,0.178741455078125,787797,1312,0.0,0,0
2691,1,0.262920618057251,3,3,1,0,0.9143269658088684,789109,0.1812434196472168,worker1,0.1812434196472168,787797,1312,0.0,0,0
2692,1,0.25873756408691406,0,0,1,0,0.9487994313240051,789109,0.1769719123840332,worker1,0.1769719123840332,787797,1312,0.0,0,0
2693,1,0.2598590850830078,6,6,1,0,0.9930219054222107,789109,0.1779329776763916,worker1,0.1779329776763916,787797,1312,0.0,0,0
2694,1,0.26516008377075195,7,7,1,0,0.9006842374801636,789109,0.1832742691040039,worker1,0.1832742691040039,787797,1312,0.0,0,0
2695,1,0.5108306407928467,4,4,1,2,0.9996905326843262,1840527,0.37157559394836426,worker1->worker2,0.2655348777770996,787797,525750,0.10604071617126465,525668,1312
2696,1,0.25850534439086914,4,4,1,0,0.8578383326530457,789109,0.17687416076660156,worker1,0.17687416076660156,787797,1312,0.0,0,0
2697,1,0.2587707042694092,7,7,1,0,0.9972852468490601,789109,0.17699146270751953,worker1,0.17699146270751953,787797,1312,0.0,0,0
2698,1,0.2587003707885742,8,8,1,0,0.9852473735809326,789109,0.1775984764099121,worker1,0.1775984764099121,787797,1312,0.0,0,0
2699,1,0.25821805000305176,5,5,1,0,0.833115816116333,789108,0.17629361152648926,worker1,0.17629361152648926,787797,1311,0.0,0,0
2700,1,0.35173916816711426,2,2,1,1,0.866255521774292,789108,0.27000975608825684,worker1,0.27000975608825684,787797,1311,0.0,0,0
2701,1,0.4807755947113037,2,2,1,2,0.9599544405937195,1840527,0.34457898139953613,worker1->worker2,0.2676126956939697,787797,525750,0.0769662857055664,525668,1312
2702,1,0.25992536544799805,3,3,1,0,0.6316795945167542,789109,0.1776881217956543,worker1,0.1776881217956543,787797,1312,0.0,0,0
2703,1,0.2584037780761719,2,2,1,0,0.8738442659378052,789109,0.17671513557434082,worker1,0.17671513557434082,787797,1312,0.0,0,0
2704,1,0.25841379165649414,3,3,1,0,0.9211827516555786,789109,0.17645788192749023,worker1,0.17645788192749023,787797,1312,0.0,0,0
2705,1,0.2600092887878418,6,6,1,0,0.7921468019485474,789109,0.1782667636871338,worker1,0.1782667636871338,787797,1312,0.0,0,0
2706,1,0.3451404571533203,3,3,1,1,0.985734224319458,789108,0.26363158226013184,worker1,0.26363158226013184,787797,1311,0.0,0,0
2707,1,0.3488795757293701,4,5,0,1,0.683205783367157,789108,0.2668473720550537,worker1,0.2668473720550537,787797,1311,0.0,0,0
2708,1,0.4836416244506836,4,4,1,2,0.6772131323814392,1840527,0.3470757007598877,worker1->worker2,0.2700932025909424,787797,525750,0.07698249816894531,525668,1312
2709,1,0.26076221466064453,8,8,1,0,0.997990608215332,789108,0.17896795272827148,worker1,0.17896795272827148,787797,1311,0.0,0,0
2710,1,0.2563621997833252,0,0,1,0,0.9966629147529602,789109,0.1744992733001709,worker1,0.1744992733001709,787797,1312,0.0,0,0
2711,1,0.25975799560546875,7,7,1,0,0.9845719337463379,789109,0.17784881591796875,worker1,0.17784881591796875,787797,1312,0.0,0,0
2712,1,0.2576761245727539,9,9,1,0,0.9894464612007141,789109,0.1759796142578125,worker1,0.1759796142578125,787797,1312,0.0,0,0
2713,1,0.2583479881286621,6,6,1,0,0.9707610011100769,789109,0.17632794380187988,worker1,0.17632794380187988,787797,1312,0.0,0,0
2714,1,0.2568678855895996,5,5,1,0,0.9500546455383301,789109,0.1751089096069336,worker1,0.1751089096069336,787797,1312,0.0,0,0
2715,1,0.2603938579559326,7,5,0,0,0.5934229493141174,789109,0.1783313751220703,worker1,0.1783313751220703,787797,1312,0.0,0,0
2716,1,0.49259400367736816,4,4,1,2,0.9911726117134094,1840527,0.3519136905670166,worker1->worker2,0.2654263973236084,787797,525750,0.0864872932434082,525668,1312
2717,1,0.2612574100494385,4,4,1,0,0.7694926261901855,789109,0.17984938621520996,worker1,0.17984938621520996,787797,1312,0.0,0,0
2718,1,0.34682178497314453,5,5,1,1,0.9699453115463257,789109,0.26478004455566406,worker1,0.26478004455566406,787797,1312,0.0,0,0
2719,1,0.26179051399230957,7,7,1,0,0.8970772624015808,789109,0.17932772636413574,worker1,0.17932772636413574,787797,1312,0.0,0,0
2720,1,0.5582075119018555,3,2,0,3,0.5698187351226807,1840527,0.4227156639099121,worker1->worker2,0.269101619720459,787797,525750,0.15361404418945312,525668,1312
2721,1,0.25750112533569336,3,3,1,0,0.9189755320549011,789109,0.176788330078125,worker1,0.176788330078125,787797,1312,0.0,0,0
2722,1,0.3474256992340088,7,7,1,1,0.9543296098709106,789109,0.2650949954986572,worker1,0.2650949954986572,787797,1312,0.0,0,0
2723,1,0.2743053436279297,2,2,1,0,0.9556916356086731,789109,0.19258856773376465,worker1,0.19258856773376465,787797,1312,0.0,0,0
2724,1,0.25966405868530273,8,8,1,0,0.9700435996055603,789109,0.17768263816833496,worker1,0.17768263816833496,787797,1312,0.0,0,0
2725,1,0.2601895332336426,1,1,1,0,0.9987766146659851,789109,0.1791224479675293,worker1,0.1791224479675293,787797,1312,0.0,0,0
2726,1,0.2569844722747803,0,1,0,0,0.8231168985366821,789109,0.17630529403686523,worker1,0.17630529403686523,787797,1312,0.0,0,0
2727,1,0.3530304431915283,6,6,1,1,0.9998176693916321,789109,0.27117919921875,worker1,0.27117919921875,787797,1312,0.0,0,0
2728,1,0.34688329696655273,6,6,1,1,0.9744292497634888,789109,0.2651207447052002,worker1,0.2651207447052002,787797,1312,0.0,0,0
2729,1,0.3521602153778076,6,4,0,1,0.7439014911651611,789109,0.2703549861907959,worker1,0.2703549861907959,787797,1312,0.0,0,0
2730,1,0.26437997817993164,4,4,1,0,0.768227219581604,789108,0.1829538345336914,worker1,0.1829538345336914,787797,1311,0.0,0,0
2731,1,0.5107979774475098,8,8,1,2,0.6302973031997681,1840527,0.37238574028015137,worker1->worker2,0.2650752067565918,787797,525750,0.10731053352355957,525668,1312
2732,1,0.3501167297363281,4,4,1,1,0.896410346031189,789108,0.2678678035736084,worker1,0.2678678035736084,787797,1311,0.0,0,0
2733,1,0.2628943920135498,2,2,1,0,0.976021945476532,789108,0.18106651306152344,worker1,0.18106651306152344,787797,1311,0.0,0,0
2734,1,0.2590048313140869,6,6,1,0,0.9128885865211487,789109,0.17717456817626953,worker1,0.17717456817626953,787797,1312,0.0,0,0
2735,1,0.3491349220275879,0,0,1,1,0.7686795592308044,789109,0.2672557830810547,worker1,0.2672557830810547,787797,1312,0.0,0,0
2736,1,0.2566382884979248,9,9,1,0,0.9830046892166138,789109,0.17503905296325684,worker1,0.17503905296325684,787797,1312,0.0,0,0
2737,1,0.2641634941101074,0,0,1,0,0.9681086540222168,789109,0.1824479103088379,worker1,0.1824479103088379,787797,1312,0.0,0,0
2738,1,0.25861668586730957,7,0,0,0,0.7185307741165161,789109,0.17452311515808105,worker1,0.17452311515808105,787797,1312,0.0,0,0
2739,1,0.484555721282959,8,8,1,2,0.8313214778900146,1840527,0.34592127799987793,worker1->worker2,0.2694518566131592,787797,525750,0.07646942138671875,525668,1312
2740,1,0.26167869567871094,4,4,1,0,0.7761567831039429,789109,0.17994356155395508,worker1,0.17994356155395508,787797,1312,0.0,0,0
2741,1,0.262282133102417,6,6,1,0,0.9439136981964111,789109,0.18021559715270996,worker1,0.18021559715270996,787797,1312,0.0,0,0
2742,1,0.2578277587890625,1,1,1,0,0.78812575340271,789107,0.17586612701416016,worker1,0.17586612701416016,787797,1310,0.0,0,0
2743,1,0.3511974811553955,4,4,1,1,0.9926320314407349,789109,0.2702493667602539,worker1,0.2702493667602539,787797,1312,0.0,0,0
2744,1,0.47783899307250977,5,5,1,2,0.740545392036438,1840526,0.34034037590026855,worker1->worker2,0.2633383274078369,787797,525750,0.07700204849243164,525668,1311
2745,1,0.3463561534881592,0,0,1,1,0.8940832018852234,789109,0.2644963264465332,worker1,0.2644963264465332,787797,1312,0.0,0,0
2746,1,0.35170698165893555,2,2,1,1,0.6011964082717896,789109,0.26940417289733887,worker1,0.26940417289733887,787797,1312,0.0,0,0
2747,1,0.26172590255737305,5,5,1,0,0.9639756679534912,789109,0.18031764030456543,worker1,0.18031764030456543,787797,1312,0.0,0,0
2748,1,0.26107144355773926,8,0,0,0,0.6435950994491577,789109,0.17965435981750488,worker1,0.17965435981750488,787797,1312,0.0,0,0
2749,1,0.35779261589050293,9,9,1,1,0.6948289275169373,789109,0.27600693702697754,worker1,0.27600693702697754,787797,1312,0.0,0,0
2750,1,0.2602574825286865,9,9,1,0,0.999639630317688,789108,0.17816758155822754,worker1,0.17816758155822754,787797,1311,0.0,0,0
2751,1,0.26184535026550293,6,6,1,0,0.7495490312576294,789109,0.17983603477478027,worker1,0.17983603477478027,787797,1312,0.0,0,0
2752,1,0.2583146095275879,6,6,1,0,0.9036409258842468,789109,0.1763606071472168,worker1,0.1763606071472168,787797,1312,0.0,0,0
2753,1,0.2595646381378174,1,1,1,0,0.7234981656074524,789109,0.17802166938781738,worker1,0.17802166938781738,787797,1312,0.0,0,0
2754,1,0.262235164642334,5,5,1,0,0.9836314916610718,789109,0.18096446990966797,worker1,0.18096446990966797,787797,1312,0.0,0,0
2755,1,0.2656242847442627,3,3,1,0,0.8735685348510742,789109,0.18512630462646484,worker1,0.18512630462646484,787797,1312,0.0,0,0
2756,1,0.35367536544799805,5,5,1,1,0.7389762997627258,789109,0.2717254161834717,worker1,0.2717254161834717,787797,1312,0.0,0,0
2757,1,0.5163609981536865,9,9,1,2,0.9743497967720032,1840527,0.37541890144348145,worker1->worker2,0.27018117904663086,787797,525750,0.10523772239685059,525668,1312
2758,1,0.2615957260131836,4,4,1,0,0.7354466915130615,789109,0.18004393577575684,worker1,0.18004393577575684,787797,1312,0.0,0,0
2759,1,0.35086894035339355,2,2,1,1,0.9816023707389832,789109,0.26990771293640137,worker1,0.26990771293640137,787797,1312,0.0,0,0
2760,1,0.2615807056427002,3,5,0,0,0.5381439328193665,789109,0.1799764633178711,worker1,0.1799764633178711,787797,1312,0.0,0,0
2761,1,0.25890374183654785,2,2,1,0,0.9861737489700317,789109,0.176375150680542,worker1,0.176375150680542,787797,1312,0.0,0,0
2762,1,0.26457858085632324,9,9,1,0,0.9814210534095764,789109,0.18278074264526367,worker1,0.18278074264526367,787797,1312,0.0,0,0
2763,1,0.25887393951416016,0,0,1,0,0.7475337982177734,789109,0.17690491676330566,worker1,0.17690491676330566,787797,1312,0.0,0,0
2764,1,0.2577376365661621,1,1,1,0,0.48629358410835266,789110,0.17633891105651855,worker1,0.17633891105651855,787797,1313,0.0,0,0
2765,1,0.2579374313354492,5,7,0,0,0.7725167274475098,789109,0.1774892807006836,worker1,0.1774892807006836,787797,1312,0.0,0,0
2766,1,0.26392269134521484,1,1,1,0,0.6265481114387512,789109,0.18228745460510254,worker1,0.18228745460510254,787797,1312,0.0,0,0
2767,1,0.25845837593078613,0,0,1,0,0.5358290076255798,789109,0.17673516273498535,worker1,0.17673516273498535,787797,1312,0.0,0,0
2768,1,0.2596595287322998,5,5,1,0,0.7556848526000977,789109,0.17859911918640137,worker1,0.17859911918640137,787797,1312,0.0,0,0
2769,1,0.2607595920562744,4,4,1,0,0.9005992412567139,789109,0.1789555549621582,worker1,0.1789555549621582,787797,1312,0.0,0,0
2770,1,0.3466348648071289,6,6,1,1,0.9381721615791321,789109,0.2646005153656006,worker1,0.2646005153656006,787797,1312,0.0,0,0
2771,1,0.48459815979003906,4,4,1,2,0.7936812043190002,1840527,0.34778904914855957,worker1->worker2,0.27007055282592773,787797,525750,0.07771849632263184,525668,1312
2772,1,0.26255226135253906,6,6,1,0,0.9979378581047058,789109,0.18111395835876465,worker1,0.18111395835876465,787797,1312,0.0,0,0
2773,1,0.2552802562713623,9,9,1,0,0.990964412689209,789108,0.17446041107177734,worker1,0.17446041107177734,787797,1311,0.0,0,0
2774,1,0.25711655616760254,6,6,1,0,0.8565745949745178,789109,0.17525887489318848,worker1,0.17525887489318848,787797,1312,0.0,0,0
2775,1,0.347475528717041,3,4,0,1,0.9634656310081482,789109,0.26544690132141113,worker1,0.26544690132141113,787797,1312,0.0,0,0
2776,1,0.2575559616088867,8,8,1,0,0.9686634540557861,789109,0.1757981777191162,worker1,0.1757981777191162,787797,1312,0.0,0,0
2777,1,0.258563756942749,8,0,0,0,0.8888567686080933,789109,0.1769547462463379,worker1,0.1769547462463379,787797,1312,0.0,0,0
2778,1,0.3539450168609619,6,6,1,1,0.9998577833175659,789109,0.26930809020996094,worker1,0.26930809020996094,787797,1312,0.0,0,0
2779,1,0.2581906318664551,8,8,1,0,0.9851821064949036,789109,0.17628097534179688,worker1,0.17628097534179688,787797,1312,0.0,0,0
2780,1,0.5133345127105713,4,4,1,2,0.9975970387458801,1840527,0.37168002128601074,worker1->worker2,0.2640540599822998,787797,525750,0.10762596130371094,525668,1312
2781,1,0.26894712448120117,3,3,1,0,0.609972357749939,789108,0.1873180866241455,worker1,0.1873180866241455,787797,1311,0.0,0,0
2782,1,0.25679850578308105,1,1,1,0,0.9992285966873169,789109,0.17510199546813965,worker1,0.17510199546813965,787797,1312,0.0,0,0
2783,1,0.26193737983703613,8,8,1,0,0.9771721959114075,789109,0.18011116981506348,worker1,0.18011116981506348,787797,1312,0.0,0,0
2784,1,0.2577674388885498,4,4,1,0,0.8253806233406067,789109,0.17631816864013672,worker1,0.17631816864013672,787797,1312,0.0,0,0
2785,1,0.2583489418029785,0,0,1,0,0.8980468511581421,789109,0.17789697647094727,worker1,0.17789697647094727,787797,1312,0.0,0,0
2786,1,0.25977039337158203,0,0,1,0,0.780890703201294,789108,0.1789708137512207,worker1,0.1789708137512207,787797,1311,0.0,0,0
2787,1,0.26078152656555176,9,9,1,0,0.9996305704116821,789109,0.17992019653320312,worker1,0.17992019653320312,787797,1312,0.0,0,0
2788,1,0.25875186920166016,9,9,1,0,0.8584410548210144,789109,0.1778266429901123,worker1,0.1778266429901123,787797,1312,0.0,0,0
2789,1,0.3466365337371826,6,2,0,1,0.6704384088516235,789109,0.264385461807251,worker1,0.264385461807251,787797,1312,0.0,0,0
2790,1,0.2614860534667969,1,1,1,0,0.9904609322547913,789109,0.17971420288085938,worker1,0.17971420288085938,787797,1312,0.0,0,0
2791,1,0.2575395107269287,1,1,1,0,0.9612529277801514,789109,0.17627978324890137,worker1,0.17627978324890137,787797,1312,0.0,0,0
2792,1,0.2684488296508789,0,0,1,0,0.847821831703186,789108,0.18692803382873535,worker1,0.18692803382873535,787797,1311,0.0,0,0
2793,1,0.2616403102874756,8,8,1,0,0.9950733780860901,789109,0.17989802360534668,worker1,0.17989802360534668,787797,1312,0.0,0,0
2794,1,0.25979161262512207,7,7,1,0,0.9845081567764282,789109,0.17803120613098145,worker1,0.17803120613098145,787797,1312,0.0,0,0
2795,1,0.34618139266967773,1,1,1,1,0.6196626424789429,789109,0.2644472122192383,worker1,0.2644472122192383,787797,1312,0.0,0,0
2796,1,0.26360273361206055,7,7,1,0,0.9818856120109558,789109,0.18161273002624512,worker1,0.18161273002624512,787797,1312,0.0,0,0
2797,1,0.26227545738220215,0,8,0,0,0.700025200843811,789108,0.18057680130004883,worker1,0.18057680130004883,787797,1311,0.0,0,0
2798,1,0.5136127471923828,3,3,1,2,0.8631396889686584,1840527,0.37300920486450195,worker1->worker2,0.26711463928222656,787797,525750,0.10589456558227539,525668,1312
2799,1,0.2607572078704834,7,7,1,0,0.9962952733039856,789109,0.17909693717956543,worker1,0.17909693717956543,787797,1312,0.0,0,0
2800,1,0.3537290096282959,6,6,1,1,0.989249587059021,789108,0.2718491554260254,worker1,0.2718491554260254,787797,1311,0.0,0,0
2801,1,0.25957560539245605,2,2,1,0,0.9684857130050659,789109,0.17807507514953613,worker1,0.17807507514953613,787797,1312,0.0,0,0
2802,1,0.25856924057006836,7,7,1,0,0.9928695559501648,789109,0.17681336402893066,worker1,0.17681336402893066,787797,1312,0.0,0,0
2803,1,0.3527970314025879,6,2,0,1,0.6246475577354431,789109,0.27111387252807617,worker1,0.27111387252807617,787797,1312,0.0,0,0
2804,1,0.26249098777770996,6,6,1,0,0.9277265071868896,789109,0.18059587478637695,worker1,0.18059587478637695,787797,1312,0.0,0,0
2805,1,0.26180195808410645,1,1,1,0,0.9287791848182678,789109,0.1806328296661377,worker1,0.1806328296661377,787797,1312,0.0,0,0
2806,1,0.2580738067626953,8,8,1,0,0.9997410178184509,789109,0.17659831047058105,worker1,0.17659831047058105,787797,1312,0.0,0,0
2807,1,0.26337218284606934,2,2,1,0,0.6768835783004761,789109,0.18157100677490234,worker1,0.18157100677490234,787797,1312,0.0,0,0
2808,1,0.34938836097717285,7,7,1,1,0.9073910713195801,789109,0.26715564727783203,worker1,0.26715564727783203,787797,1312,0.0,0,0
2809,1,0.2613646984100342,9,9,1,0,0.8987623453140259,789109,0.17957353591918945,worker1,0.17957353591918945,787797,1312,0.0,0,0
2810,1,0.26041293144226074,8,8,1,0,0.972206175327301,789108,0.1790626049041748,worker1,0.1790626049041748,787797,1311,0.0,0,0
2811,1,0.49042510986328125,4,4,1,2,0.9924260377883911,1840527,0.3548438549041748,worker1->worker2,0.2783665657043457,787797,525750,0.0764772891998291,525668,1312
2812,1,0.3483402729034424,5,5,1,1,0.6657060980796814,789109,0.26638102531433105,worker1,0.26638102531433105,787797,1312,0.0,0,0
2813,1,0.25693631172180176,8,8,1,0,0.9845447540283203,789109,0.1753556728363037,worker1,0.1753556728363037,787797,1312,0.0,0,0
2814,1,0.2570185661315918,9,1,0,0,0.6736549735069275,789109,0.17520809173583984,worker1,0.17520809173583984,787797,1312,0.0,0,0
2815,1,0.2624063491821289,3,5,0,0,0.814568281173706,789108,0.18044424057006836,worker1,0.18044424057006836,787797,1311,0.0,0,0
2816,1,0.26390838623046875,1,1,1,0,0.9932997226715088,789109,0.18212056159973145,worker1,0.18212056159973145,787797,1312,0.0,0,0
2817,1,0.34725356101989746,0,0,1,1,0.9655101299285889,789109,0.26601457595825195,worker1,0.26601457595825195,787797,1312,0.0,0,0
2818,1,0.35781192779541016,6,6,1,1,0.958198070526123,789108,0.2757296562194824,worker1,0.2757296562194824,787797,1311,0.0,0,0
2819,1,0.26311159133911133,1,1,1,0,0.9943035840988159,789109,0.18135809898376465,worker1,0.18135809898376465,787797,1312,0.0,0,0
2820,1,0.2599058151245117,6,6,1,0,0.9975181818008423,789109,0.17780661582946777,worker1,0.17780661582946777,787797,1312,0.0,0,0
2821,1,0.261415958404541,7,7,1,0,0.9318518042564392,789109,0.17966747283935547,worker1,0.17966747283935547,787797,1312,0.0,0,0
2822,1,0.2552003860473633,8,8,1,0,0.6488430500030518,789109,0.17376279830932617,worker1,0.17376279830932617,787797,1312,0.0,0,0
2823,1,0.26271700859069824,4,4,1,0,0.7981556057929993,789109,0.182081937789917,worker1,0.182081937789917,787797,1312,0.0,0,0
2824,1,0.2624666690826416,7,7,1,0,0.8265091180801392,789109,0.18138527870178223,worker1,0.18138527870178223,787797,1312,0.0,0,0
2825,1,0.259706974029541,4,4,1,0,0.9958183169364929,789109,0.17864513397216797,worker1,0.17864513397216797,787797,1312,0.0,0,0
2826,1,0.2616238594055176,4,2,0,0,0.9149858951568604,789109,0.17979979515075684,worker1,0.17979979515075684,787797,1312,0.0,0,0
2827,1,0.35643935203552246,4,4,1,1,0.9353030920028687,789109,0.2747223377227783,worker1,0.2747223377227783,787797,1312,0.0,0,0
2828,1,0.5229177474975586,2,2,1,2,0.9051492214202881,1840527,0.3835444450378418,worker1->worker2,0.27596282958984375,787797,525750,0.10758161544799805,525668,1312
2829,1,0.2648499011993408,2,2,1,0,0.8450477123260498,789109,0.1829991340637207,worker1,0.1829991340637207,787797,1312,0.0,0,0
2830,1,0.258561372756958,4,4,1,0,0.9311028122901917,789109,0.17676448822021484,worker1,0.17676448822021484,787797,1312,0.0,0,0
2831,1,0.3462405204772949,3,3,1,1,0.8194844126701355,789109,0.26450443267822266,worker1,0.26450443267822266,787797,1312,0.0,0,0
2832,1,0.2579646110534668,9,9,1,0,0.9940798282623291,789109,0.17647194862365723,worker1,0.17647194862365723,787797,1312,0.0,0,0
2833,1,0.25829243659973145,7,7,1,0,0.8785743713378906,789109,0.17675161361694336,worker1,0.17675161361694336,787797,1312,0.0,0,0
